Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Jan 1, 2023 12:00 AM;Jan 1, 2023 1:00 AM;38,346.00;40,422.75;2,076.75;6,337.75
Jan 1, 2023 1:00 AM;Jan 1, 2023 2:00 AM;37,777.25;39,545.00;1,767.75;4,601.75
Jan 1, 2023 2:00 AM;Jan 1, 2023 3:00 AM;36,939.75;39,990.00;3,050.25;3,581.00
Jan 1, 2023 3:00 AM;Jan 1, 2023 4:00 AM;35,932.50;39,636.50;3,704.00;4,973.75
Jan 1, 2023 4:00 AM;Jan 1, 2023 5:00 AM;35,486.25;39,287.00;3,800.75;5,082.75
Jan 1, 2023 5:00 AM;Jan 1, 2023 6:00 AM;35,647.25;39,706.75;4,059.50;4,945.00
Jan 1, 2023 6:00 AM;Jan 1, 2023 7:00 AM;35,231.75;39,480.00;4,248.25;4,636.75
Jan 1, 2023 7:00 AM;Jan 1, 2023 8:00 AM;36,172.25;39,460.00;3,287.75;4,972.25
Jan 1, 2023 8:00 AM;Jan 1, 2023 9:00 AM;36,829.25;39,601.25;2,772.00;6,264.50
Jan 1, 2023 9:00 AM;Jan 1, 2023 10:00 AM;39,226.50;41,130.00;1,903.50;6,773.25
Jan 1, 2023 10:00 AM;Jan 1, 2023 11:00 AM;41,005.50;42,731.50;1,726.00;6,821.75
Jan 1, 2023 11:00 AM;Jan 1, 2023 12:00 PM;43,703.00;44,995.00;1,292.00;8,243.25
Jan 1, 2023 12:00 PM;Jan 1, 2023 1:00 PM;44,205.75;45,400.50;1,194.75;9,899.50
Jan 1, 2023 1:00 PM;Jan 1, 2023 2:00 PM;43,621.75;45,212.25;1,590.50;11,222.75
Jan 1, 2023 2:00 PM;Jan 1, 2023 3:00 PM;43,231.50;45,061.25;1,829.75;10,989.50
Jan 1, 2023 3:00 PM;Jan 1, 2023 4:00 PM;43,691.75;44,713.50;1,021.75;12,912.25
Jan 1, 2023 4:00 PM;Jan 1, 2023 5:00 PM;45,668.75;45,930.00;261.25;17,928.00
Jan 1, 2023 5:00 PM;Jan 1, 2023 6:00 PM;48,732.00;48,915.25;183.25;22,239.00
Jan 1, 2023 6:00 PM;Jan 1, 2023 7:00 PM;48,882.00;49,269.25;387.25;23,058.50
Jan 1, 2023 7:00 PM;Jan 1, 2023 8:00 PM;47,468.50;47,962.50;494.00;22,176.25
Jan 1, 2023 8:00 PM;Jan 1, 2023 9:00 PM;44,883.50;45,516.00;632.50;19,641.50
Jan 1, 2023 9:00 PM;Jan 1, 2023 10:00 PM;43,222.75;43,847.00;624.25;17,643.75
Jan 1, 2023 10:00 PM;Jan 1, 2023 11:00 PM;42,278.00;42,802.25;524.25;18,641.75
Jan 1, 2023 11:00 PM;Jan 2, 2023 12:00 AM;39,092.75;40,133.75;1,041.00;16,156.00
Jan 2, 2023 12:00 AM;Jan 2, 2023 1:00 AM;36,789.75;39,604.25;2,814.50;15,221.75
Jan 2, 2023 1:00 AM;Jan 2, 2023 2:00 AM;35,423.75;38,999.00;3,575.25;14,467.50
Jan 2, 2023 2:00 AM;Jan 2, 2023 3:00 AM;35,284.25;38,895.00;3,610.75;13,016.25
Jan 2, 2023 3:00 AM;Jan 2, 2023 4:00 AM;36,058.50;40,634.75;4,576.25;12,476.50
Jan 2, 2023 4:00 AM;Jan 2, 2023 5:00 AM;37,796.00;42,139.25;4,343.25;12,404.00
Jan 2, 2023 5:00 AM;Jan 2, 2023 6:00 AM;40,899.00;45,272.25;4,373.25;14,202.00
Jan 2, 2023 6:00 AM;Jan 2, 2023 7:00 AM;47,069.50;49,517.50;2,448.00;18,184.00
Jan 2, 2023 7:00 AM;Jan 2, 2023 8:00 AM;52,317.25;53,251.50;934.25;21,928.00
Jan 2, 2023 8:00 AM;Jan 2, 2023 9:00 AM;56,231.00;57,131.50;900.50;23,661.25
Jan 2, 2023 9:00 AM;Jan 2, 2023 10:00 AM;57,444.75;58,092.25;647.50;22,505.00
Jan 2, 2023 10:00 AM;Jan 2, 2023 11:00 AM;59,241.00;59,561.00;320.00;23,304.50
Jan 2, 2023 11:00 AM;Jan 2, 2023 12:00 PM;60,654.50;60,717.75;63.25;23,446.75
Jan 2, 2023 12:00 PM;Jan 2, 2023 1:00 PM;61,571.75;61,968.50;396.75;24,319.00
Jan 2, 2023 1:00 PM;Jan 2, 2023 2:00 PM;60,448.00;60,869.25;421.25;24,613.75
Jan 2, 2023 2:00 PM;Jan 2, 2023 3:00 PM;59,188.25;59,502.75;314.50;25,511.50
Jan 2, 2023 3:00 PM;Jan 2, 2023 4:00 PM;59,014.00;59,189.00;175.00;28,664.75
Jan 2, 2023 4:00 PM;Jan 2, 2023 5:00 PM;59,885.50;60,079.75;194.25;30,977.50
Jan 2, 2023 5:00 PM;Jan 2, 2023 6:00 PM;61,094.00;61,327.50;233.50;32,017.75
Jan 2, 2023 6:00 PM;Jan 2, 2023 7:00 PM;60,650.25;60,897.25;247.00;31,182.25
Jan 2, 2023 7:00 PM;Jan 2, 2023 8:00 PM;59,584.00;59,740.75;156.75;30,564.25
Jan 2, 2023 8:00 PM;Jan 2, 2023 9:00 PM;56,001.00;56,678.75;677.75;27,888.50
Jan 2, 2023 9:00 PM;Jan 2, 2023 10:00 PM;53,154.25;53,660.50;506.25;26,242.25
Jan 2, 2023 10:00 PM;Jan 2, 2023 11:00 PM;50,189.50;50,427.00;237.50;24,647.00
Jan 2, 2023 11:00 PM;Jan 3, 2023 12:00 AM;47,103.50;48,416.00;1,312.50;22,473.75
Jan 3, 2023 12:00 AM;Jan 3, 2023 1:00 AM;44,238.25;47,576.00;3,337.75;20,814.25
Jan 3, 2023 1:00 AM;Jan 3, 2023 2:00 AM;42,383.50;45,572.75;3,189.25;20,131.50
Jan 3, 2023 2:00 AM;Jan 3, 2023 3:00 AM;41,816.50;47,100.50;5,284.00;21,044.25
Jan 3, 2023 3:00 AM;Jan 3, 2023 4:00 AM;41,849.75;46,979.75;5,130.00;22,533.50
Jan 3, 2023 4:00 AM;Jan 3, 2023 5:00 AM;43,469.00;48,405.50;4,936.50;25,537.25
Jan 3, 2023 5:00 AM;Jan 3, 2023 6:00 AM;45,864.50;48,459.25;2,594.75;29,393.00
Jan 3, 2023 6:00 AM;Jan 3, 2023 7:00 AM;50,854.75;51,473.50;618.75;35,313.25
Jan 3, 2023 7:00 AM;Jan 3, 2023 8:00 AM;55,893.00;56,123.75;230.75;41,124.50
Jan 3, 2023 8:00 AM;Jan 3, 2023 9:00 AM;58,364.25;58,429.50;65.25;43,964.25
Jan 3, 2023 9:00 AM;Jan 3, 2023 10:00 AM;59,363.25;59,457.75;94.50;43,278.25
Jan 3, 2023 10:00 AM;Jan 3, 2023 11:00 AM;60,057.25;60,112.25;55.00;41,305.25
Jan 3, 2023 11:00 AM;Jan 3, 2023 12:00 PM;60,964.75;61,003.75;39.00;40,082.75
Jan 3, 2023 12:00 PM;Jan 3, 2023 1:00 PM;60,692.75;60,699.00;6.25;39,683.50
Jan 3, 2023 1:00 PM;Jan 3, 2023 2:00 PM;59,218.00;59,225.75;7.75;39,642.50
Jan 3, 2023 2:00 PM;Jan 3, 2023 3:00 PM;58,408.50;58,417.00;8.50;41,521.75
Jan 3, 2023 3:00 PM;Jan 3, 2023 4:00 PM;58,068.25;58,073.25;5.00;44,163.50
Jan 3, 2023 4:00 PM;Jan 3, 2023 5:00 PM;59,324.00;59,339.50;15.50;46,044.00
Jan 3, 2023 5:00 PM;Jan 3, 2023 6:00 PM;61,914.50;61,987.75;73.25;45,801.00
Jan 3, 2023 6:00 PM;Jan 3, 2023 7:00 PM;61,545.50;61,653.00;107.50;42,447.75
Jan 3, 2023 7:00 PM;Jan 3, 2023 8:00 PM;59,743.25;60,054.50;311.25;37,552.25
Jan 3, 2023 8:00 PM;Jan 3, 2023 9:00 PM;56,607.75;57,020.25;412.50;31,235.50
Jan 3, 2023 9:00 PM;Jan 3, 2023 10:00 PM;53,669.00;54,591.00;922.00;26,050.50
Jan 3, 2023 10:00 PM;Jan 3, 2023 11:00 PM;51,470.25;52,341.75;871.50;22,642.00
Jan 3, 2023 11:00 PM;Jan 4, 2023 12:00 AM;48,352.00;49,637.25;1,285.25;17,625.50
Jan 4, 2023 12:00 AM;Jan 4, 2023 1:00 AM;46,164.50;49,478.25;3,313.75;13,419.00
Jan 4, 2023 1:00 AM;Jan 4, 2023 2:00 AM;44,741.75;48,913.25;4,171.50;9,915.75
Jan 4, 2023 2:00 AM;Jan 4, 2023 3:00 AM;44,259.75;49,895.50;5,635.75;8,838.75
Jan 4, 2023 3:00 AM;Jan 4, 2023 4:00 AM;45,149.75;51,348.50;6,198.75;10,513.00
Jan 4, 2023 4:00 AM;Jan 4, 2023 5:00 AM;46,925.00;53,790.50;6,865.50;11,407.75
Jan 4, 2023 5:00 AM;Jan 4, 2023 6:00 AM;49,768.50;56,313.50;6,545.00;10,073.25
Jan 4, 2023 6:00 AM;Jan 4, 2023 7:00 AM;55,701.75;59,764.25;4,062.50;10,074.50
Jan 4, 2023 7:00 AM;Jan 4, 2023 8:00 AM;60,084.50;61,640.50;1,556.00;12,542.50
Jan 4, 2023 8:00 AM;Jan 4, 2023 9:00 AM;63,147.00;63,781.75;634.75;14,987.75
Jan 4, 2023 9:00 AM;Jan 4, 2023 10:00 AM;64,182.00;64,784.75;602.75;14,663.50
Jan 4, 2023 10:00 AM;Jan 4, 2023 11:00 AM;65,557.75;66,372.25;814.50;14,848.75
Jan 4, 2023 11:00 AM;Jan 4, 2023 12:00 PM;66,892.00;67,326.25;434.25;15,963.75
Jan 4, 2023 12:00 PM;Jan 4, 2023 1:00 PM;67,097.75;67,466.50;368.75;15,639.25
Jan 4, 2023 1:00 PM;Jan 4, 2023 2:00 PM;65,934.50;66,322.00;387.50;14,414.50
Jan 4, 2023 2:00 PM;Jan 4, 2023 3:00 PM;65,008.25;65,695.00;686.75;14,224.00
Jan 4, 2023 3:00 PM;Jan 4, 2023 4:00 PM;64,415.25;64,930.25;515.00;14,356.75
Jan 4, 2023 4:00 PM;Jan 4, 2023 5:00 PM;64,619.50;64,793.50;174.00;15,469.00
Jan 4, 2023 5:00 PM;Jan 4, 2023 6:00 PM;66,606.50;66,737.75;131.25;16,998.75
Jan 4, 2023 6:00 PM;Jan 4, 2023 7:00 PM;66,148.00;66,502.75;354.75;16,643.75
Jan 4, 2023 7:00 PM;Jan 4, 2023 8:00 PM;64,006.50;64,939.50;933.00;14,610.50
Jan 4, 2023 8:00 PM;Jan 4, 2023 9:00 PM;60,363.00;62,348.25;1,985.25;11,219.00
Jan 4, 2023 9:00 PM;Jan 4, 2023 10:00 PM;57,242.25;61,358.25;4,116.00;8,147.75
Jan 4, 2023 10:00 PM;Jan 4, 2023 11:00 PM;54,584.25;59,509.50;4,925.25;6,767.25
Jan 4, 2023 11:00 PM;Jan 5, 2023 12:00 AM;51,435.50;57,179.00;5,743.50;4,756.25
Jan 5, 2023 12:00 AM;Jan 5, 2023 1:00 AM;46,678.50;52,830.75;6,152.25;4,752.25
Jan 5, 2023 1:00 AM;Jan 5, 2023 2:00 AM;44,609.00;50,802.25;6,193.25;4,017.25
Jan 5, 2023 2:00 AM;Jan 5, 2023 3:00 AM;44,660.00;51,479.75;6,819.75;4,642.25
Jan 5, 2023 3:00 AM;Jan 5, 2023 4:00 AM;45,043.75;52,028.50;6,984.75;5,193.75
Jan 5, 2023 4:00 AM;Jan 5, 2023 5:00 AM;46,173.00;52,815.50;6,642.50;5,250.25
Jan 5, 2023 5:00 AM;Jan 5, 2023 6:00 AM;48,272.75;52,917.25;4,644.50;5,382.00
Jan 5, 2023 6:00 AM;Jan 5, 2023 7:00 AM;53,112.00;54,551.75;1,439.75;10,070.75
Jan 5, 2023 7:00 AM;Jan 5, 2023 8:00 AM;59,100.00;60,088.50;988.50;16,309.50
Jan 5, 2023 8:00 AM;Jan 5, 2023 9:00 AM;61,424.75;61,646.50;221.75;20,168.50
Jan 5, 2023 9:00 AM;Jan 5, 2023 10:00 AM;62,114.50;62,140.00;25.50;22,663.75
Jan 5, 2023 10:00 AM;Jan 5, 2023 11:00 AM;62,525.25;62,537.25;12.00;24,179.75
Jan 5, 2023 11:00 AM;Jan 5, 2023 12:00 PM;63,951.50;64,030.00;78.50;25,742.00
Jan 5, 2023 12:00 PM;Jan 5, 2023 1:00 PM;64,238.00;64,282.50;44.50;27,614.25
Jan 5, 2023 1:00 PM;Jan 5, 2023 2:00 PM;62,460.50;62,502.50;42.00;30,016.00
Jan 5, 2023 2:00 PM;Jan 5, 2023 3:00 PM;60,916.00;61,076.00;160.00;34,024.75
Jan 5, 2023 3:00 PM;Jan 5, 2023 4:00 PM;59,913.00;60,100.50;187.50;38,631.75
Jan 5, 2023 4:00 PM;Jan 5, 2023 5:00 PM;60,113.75;60,300.25;186.50;43,080.50
Jan 5, 2023 5:00 PM;Jan 5, 2023 6:00 PM;62,282.25;62,349.00;66.75;47,057.00
Jan 5, 2023 6:00 PM;Jan 5, 2023 7:00 PM;61,968.00;61,993.50;25.50;48,214.00
Jan 5, 2023 7:00 PM;Jan 5, 2023 8:00 PM;59,748.75;59,808.00;59.25;46,476.75
Jan 5, 2023 8:00 PM;Jan 5, 2023 9:00 PM;56,451.25;56,501.00;49.75;43,520.25
Jan 5, 2023 9:00 PM;Jan 5, 2023 10:00 PM;52,788.75;52,891.75;103.00;39,551.00
Jan 5, 2023 10:00 PM;Jan 5, 2023 11:00 PM;49,974.25;50,311.75;337.50;35,653.00
Jan 5, 2023 11:00 PM;Jan 6, 2023 12:00 AM;46,587.25;47,984.50;1,397.25;31,426.75
Jan 6, 2023 12:00 AM;Jan 6, 2023 1:00 AM;43,962.00;45,050.50;1,088.50;27,182.00
Jan 6, 2023 1:00 AM;Jan 6, 2023 2:00 AM;42,095.50;44,467.25;2,371.75;23,636.25
Jan 6, 2023 2:00 AM;Jan 6, 2023 3:00 AM;41,584.75;45,510.50;3,925.75;20,858.00
Jan 6, 2023 3:00 AM;Jan 6, 2023 4:00 AM;42,296.75;48,344.00;6,047.25;19,451.75
Jan 6, 2023 4:00 AM;Jan 6, 2023 5:00 AM;43,703.00;50,353.00;6,650.00;18,691.75
Jan 6, 2023 5:00 AM;Jan 6, 2023 6:00 AM;45,916.50;52,627.25;6,710.75;18,704.50
Jan 6, 2023 6:00 AM;Jan 6, 2023 7:00 AM;49,969.75;53,418.75;3,449.00;20,839.25
Jan 6, 2023 7:00 AM;Jan 6, 2023 8:00 AM;53,778.25;54,780.00;1,001.75;23,311.25
Jan 6, 2023 8:00 AM;Jan 6, 2023 9:00 AM;56,497.50;56,828.25;330.75;24,076.00
Jan 6, 2023 9:00 AM;Jan 6, 2023 10:00 AM;58,189.00;58,768.75;579.75;22,947.75
Jan 6, 2023 10:00 AM;Jan 6, 2023 11:00 AM;59,970.00;60,995.00;1,025.00;21,746.75
Jan 6, 2023 11:00 AM;Jan 6, 2023 12:00 PM;61,298.00;62,337.25;1,039.25;20,973.00
Jan 6, 2023 12:00 PM;Jan 6, 2023 1:00 PM;61,185.25;62,381.75;1,196.50;20,258.75
Jan 6, 2023 1:00 PM;Jan 6, 2023 2:00 PM;59,553.75;61,383.00;1,829.25;19,390.50
Jan 6, 2023 2:00 PM;Jan 6, 2023 3:00 PM;58,428.25;59,596.00;1,167.75;22,947.00
Jan 6, 2023 3:00 PM;Jan 6, 2023 4:00 PM;57,361.50;57,888.25;526.75;26,860.25
Jan 6, 2023 4:00 PM;Jan 6, 2023 5:00 PM;57,969.50;58,068.50;99.00;30,969.25
Jan 6, 2023 5:00 PM;Jan 6, 2023 6:00 PM;59,909.50;59,945.25;35.75;34,067.75
Jan 6, 2023 6:00 PM;Jan 6, 2023 7:00 PM;60,527.00;60,563.00;36.00;34,631.75
Jan 6, 2023 7:00 PM;Jan 6, 2023 8:00 PM;58,109.00;58,179.00;70.00;33,166.00
Jan 6, 2023 8:00 PM;Jan 6, 2023 9:00 PM;54,721.00;55,297.75;576.75;30,166.00
Jan 6, 2023 9:00 PM;Jan 6, 2023 10:00 PM;52,406.50;52,824.00;417.50;28,408.50
Jan 6, 2023 10:00 PM;Jan 6, 2023 11:00 PM;50,126.75;50,438.00;311.25;27,688.50
Jan 6, 2023 11:00 PM;Jan 7, 2023 12:00 AM;46,624.25;47,817.00;1,192.75;25,579.00
Jan 7, 2023 12:00 AM;Jan 7, 2023 1:00 AM;43,201.00;44,127.50;926.50;23,859.25
Jan 7, 2023 1:00 AM;Jan 7, 2023 2:00 AM;41,185.25;42,852.75;1,667.50;22,307.00
Jan 7, 2023 2:00 AM;Jan 7, 2023 3:00 AM;40,162.25;42,933.25;2,771.00;20,608.50
Jan 7, 2023 3:00 AM;Jan 7, 2023 4:00 AM;39,778.25;43,782.75;4,004.50;19,291.25
Jan 7, 2023 4:00 AM;Jan 7, 2023 5:00 AM;40,120.75;44,572.00;4,451.25;19,183.50
Jan 7, 2023 5:00 AM;Jan 7, 2023 6:00 AM;40,901.75;45,161.50;4,259.75;19,677.50
Jan 7, 2023 6:00 AM;Jan 7, 2023 7:00 AM;41,720.50;44,631.75;2,911.25;20,214.75
Jan 7, 2023 7:00 AM;Jan 7, 2023 8:00 AM;44,499.25;45,270.75;771.50;22,444.50
Jan 7, 2023 8:00 AM;Jan 7, 2023 9:00 AM;47,370.00;47,756.50;386.50;24,810.50
Jan 7, 2023 9:00 AM;Jan 7, 2023 10:00 AM;50,230.75;50,705.50;474.75;26,291.00
Jan 7, 2023 10:00 AM;Jan 7, 2023 11:00 AM;51,914.00;52,260.75;346.75;25,525.00
Jan 7, 2023 11:00 AM;Jan 7, 2023 12:00 PM;53,639.25;54,481.00;841.75;24,454.75
Jan 7, 2023 12:00 PM;Jan 7, 2023 1:00 PM;53,693.75;54,775.50;1,081.75;22,970.50
Jan 7, 2023 1:00 PM;Jan 7, 2023 2:00 PM;52,312.00;53,074.75;762.75;22,236.50
Jan 7, 2023 2:00 PM;Jan 7, 2023 3:00 PM;50,279.75;50,659.25;379.50;22,474.00
Jan 7, 2023 3:00 PM;Jan 7, 2023 4:00 PM;50,658.50;50,782.25;123.75;25,762.00
Jan 7, 2023 4:00 PM;Jan 7, 2023 5:00 PM;52,149.25;52,185.25;36.00;27,018.75
Jan 7, 2023 5:00 PM;Jan 7, 2023 6:00 PM;55,371.00;55,458.00;87.00;26,947.00
Jan 7, 2023 6:00 PM;Jan 7, 2023 7:00 PM;56,110.25;56,275.25;165.00;24,714.75
Jan 7, 2023 7:00 PM;Jan 7, 2023 8:00 PM;54,536.00;54,670.00;134.00;21,662.50
Jan 7, 2023 8:00 PM;Jan 7, 2023 9:00 PM;51,743.50;52,372.50;629.00;18,018.00
Jan 7, 2023 9:00 PM;Jan 7, 2023 10:00 PM;49,493.75;51,000.50;1,506.75;15,738.50
Jan 7, 2023 10:00 PM;Jan 7, 2023 11:00 PM;47,884.50;49,729.50;1,845.00;14,909.25
Jan 7, 2023 11:00 PM;Jan 8, 2023 12:00 AM;44,757.25;48,375.25;3,618.00;11,738.50
Jan 8, 2023 12:00 AM;Jan 8, 2023 1:00 AM;42,509.00;48,334.25;5,825.25;9,800.50
Jan 8, 2023 1:00 AM;Jan 8, 2023 2:00 AM;40,708.50;47,033.75;6,325.25;8,869.25
Jan 8, 2023 2:00 AM;Jan 8, 2023 3:00 AM;39,829.75;45,881.75;6,052.00;9,224.25
Jan 8, 2023 3:00 AM;Jan 8, 2023 4:00 AM;40,059.50;46,379.00;6,319.50;11,072.00
Jan 8, 2023 4:00 AM;Jan 8, 2023 5:00 AM;40,147.00;46,656.50;6,509.50;11,819.50
Jan 8, 2023 5:00 AM;Jan 8, 2023 6:00 AM;40,020.00;46,325.25;6,305.25;12,521.00
Jan 8, 2023 6:00 AM;Jan 8, 2023 7:00 AM;39,918.75;44,927.75;5,009.00;13,513.25
Jan 8, 2023 7:00 AM;Jan 8, 2023 8:00 AM;41,043.00;44,032.50;2,989.50;14,788.25
Jan 8, 2023 8:00 AM;Jan 8, 2023 9:00 AM;43,704.75;45,878.50;2,173.75;17,140.00
Jan 8, 2023 9:00 AM;Jan 8, 2023 10:00 AM;47,136.50;47,817.50;681.00;19,389.00
Jan 8, 2023 10:00 AM;Jan 8, 2023 11:00 AM;49,466.50;49,972.50;506.00;20,993.75
Jan 8, 2023 11:00 AM;Jan 8, 2023 12:00 PM;52,035.75;52,354.00;318.25;22,825.50
Jan 8, 2023 12:00 PM;Jan 8, 2023 1:00 PM;51,772.00;52,335.50;563.50;22,687.25
Jan 8, 2023 1:00 PM;Jan 8, 2023 2:00 PM;50,231.25;51,037.50;806.25;22,765.00
Jan 8, 2023 2:00 PM;Jan 8, 2023 3:00 PM;48,623.25;49,157.75;534.50;23,649.00
Jan 8, 2023 3:00 PM;Jan 8, 2023 4:00 PM;48,433.75;48,595.00;161.25;25,853.75
Jan 8, 2023 4:00 PM;Jan 8, 2023 5:00 PM;50,304.75;50,680.50;375.75;27,107.50
Jan 8, 2023 5:00 PM;Jan 8, 2023 6:00 PM;54,134.00;54,214.25;80.25;29,823.50
Jan 8, 2023 6:00 PM;Jan 8, 2023 7:00 PM;55,436.75;55,499.50;62.75;30,703.75
Jan 8, 2023 7:00 PM;Jan 8, 2023 8:00 PM;53,863.75;53,923.75;60.00;29,453.00
Jan 8, 2023 8:00 PM;Jan 8, 2023 9:00 PM;51,462.75;51,634.25;171.50;26,684.50
Jan 8, 2023 9:00 PM;Jan 8, 2023 10:00 PM;49,194.50;49,267.00;72.50;24,430.00
Jan 8, 2023 10:00 PM;Jan 8, 2023 11:00 PM;47,953.25;48,283.50;330.25;22,756.00
Jan 8, 2023 11:00 PM;Jan 9, 2023 12:00 AM;45,160.00;48,902.00;3,742.00;18,986.75
Jan 9, 2023 12:00 AM;Jan 9, 2023 1:00 AM;43,481.75;49,583.00;6,101.25;16,637.75
Jan 9, 2023 1:00 AM;Jan 9, 2023 2:00 AM;42,441.00;48,972.75;6,531.75;15,544.75
Jan 9, 2023 2:00 AM;Jan 9, 2023 3:00 AM;42,161.25;48,721.00;6,559.75;15,203.50
Jan 9, 2023 3:00 AM;Jan 9, 2023 4:00 AM;42,423.00;48,982.75;6,559.75;15,994.50
Jan 9, 2023 4:00 AM;Jan 9, 2023 5:00 AM;43,800.50;50,219.25;6,418.75;18,253.50
Jan 9, 2023 5:00 AM;Jan 9, 2023 6:00 AM;47,183.25;52,724.50;5,541.25;22,354.00
Jan 9, 2023 6:00 AM;Jan 9, 2023 7:00 AM;55,976.00;57,911.50;1,935.50;31,112.00
Jan 9, 2023 7:00 AM;Jan 9, 2023 8:00 AM;61,933.50;62,325.75;392.25;35,809.00
Jan 9, 2023 8:00 AM;Jan 9, 2023 9:00 AM;65,523.25;65,781.00;257.75;38,554.75
Jan 9, 2023 9:00 AM;Jan 9, 2023 10:00 AM;66,089.50;66,249.50;160.00;38,370.75
Jan 9, 2023 10:00 AM;Jan 9, 2023 11:00 AM;66,228.75;66,474.75;246.00;37,317.75
Jan 9, 2023 11:00 AM;Jan 9, 2023 12:00 PM;66,810.75;67,073.00;262.25;37,079.75
Jan 9, 2023 12:00 PM;Jan 9, 2023 1:00 PM;66,458.25;66,494.00;35.75;38,585.75
Jan 9, 2023 1:00 PM;Jan 9, 2023 2:00 PM;66,064.50;66,130.00;65.50;41,211.00
Jan 9, 2023 2:00 PM;Jan 9, 2023 3:00 PM;64,395.75;64,416.75;21.00;43,120.75
Jan 9, 2023 3:00 PM;Jan 9, 2023 4:00 PM;63,095.00;63,101.00;6.00;45,308.00
Jan 9, 2023 4:00 PM;Jan 9, 2023 5:00 PM;63,334.25;63,342.50;8.25;46,934.75
Jan 9, 2023 5:00 PM;Jan 9, 2023 6:00 PM;66,029.25;66,075.00;45.75;49,166.50
Jan 9, 2023 6:00 PM;Jan 9, 2023 7:00 PM;65,922.50;65,953.25;30.75;47,821.75
Jan 9, 2023 7:00 PM;Jan 9, 2023 8:00 PM;64,274.75;64,312.75;38.00;45,220.50
Jan 9, 2023 8:00 PM;Jan 9, 2023 9:00 PM;60,572.25;60,690.00;117.75;40,561.75
Jan 9, 2023 9:00 PM;Jan 9, 2023 10:00 PM;57,381.25;57,475.25;94.00;36,641.00
Jan 9, 2023 10:00 PM;Jan 9, 2023 11:00 PM;54,345.00;55,204.00;859.00;33,204.50
Jan 9, 2023 11:00 PM;Jan 10, 2023 12:00 AM;50,887.50;53,475.50;2,588.00;29,647.75
Jan 10, 2023 12:00 AM;Jan 10, 2023 1:00 AM;47,992.75;50,894.00;2,901.25;26,910.00
Jan 10, 2023 1:00 AM;Jan 10, 2023 2:00 AM;45,917.00;51,013.50;5,096.50;24,706.25
Jan 10, 2023 2:00 AM;Jan 10, 2023 3:00 AM;45,441.00;51,265.75;5,824.75;24,125.25
Jan 10, 2023 3:00 AM;Jan 10, 2023 4:00 AM;46,005.00;51,939.75;5,934.75;24,967.50
Jan 10, 2023 4:00 AM;Jan 10, 2023 5:00 AM;47,452.50;53,184.75;5,732.25;25,815.00
Jan 10, 2023 5:00 AM;Jan 10, 2023 6:00 AM;50,984.50;54,734.50;3,750.00;29,643.25
Jan 10, 2023 6:00 AM;Jan 10, 2023 7:00 AM;57,658.25;58,299.50;641.25;36,691.75
Jan 10, 2023 7:00 AM;Jan 10, 2023 8:00 AM;63,619.00;63,666.25;47.25;43,447.75
Jan 10, 2023 8:00 AM;Jan 10, 2023 9:00 AM;66,287.75;66,294.25;6.50;46,733.75
Jan 10, 2023 9:00 AM;Jan 10, 2023 10:00 AM;66,847.00;66,915.50;68.50;45,027.25
Jan 10, 2023 10:00 AM;Jan 10, 2023 11:00 AM;67,391.75;67,561.50;169.75;42,802.00
Jan 10, 2023 11:00 AM;Jan 10, 2023 12:00 PM;67,594.75;67,680.00;85.25;40,979.75
Jan 10, 2023 12:00 PM;Jan 10, 2023 1:00 PM;67,012.75;67,156.50;143.75;39,465.25
Jan 10, 2023 1:00 PM;Jan 10, 2023 2:00 PM;66,256.75;66,385.25;128.50;38,808.75
Jan 10, 2023 2:00 PM;Jan 10, 2023 3:00 PM;64,830.00;64,896.25;66.25;39,383.00
Jan 10, 2023 3:00 PM;Jan 10, 2023 4:00 PM;64,041.50;64,242.75;201.25;39,985.25
Jan 10, 2023 4:00 PM;Jan 10, 2023 5:00 PM;65,015.25;65,476.00;460.75;39,799.75
Jan 10, 2023 5:00 PM;Jan 10, 2023 6:00 PM;67,937.25;68,066.50;129.25;39,634.50
Jan 10, 2023 6:00 PM;Jan 10, 2023 7:00 PM;67,977.75;68,238.25;260.50;36,160.50
Jan 10, 2023 7:00 PM;Jan 10, 2023 8:00 PM;66,773.75;67,199.50;425.75;33,505.25
Jan 10, 2023 8:00 PM;Jan 10, 2023 9:00 PM;63,558.50;64,573.00;1,014.50;27,520.00
Jan 10, 2023 9:00 PM;Jan 10, 2023 10:00 PM;60,247.25;62,148.75;1,901.50;22,777.75
Jan 10, 2023 10:00 PM;Jan 10, 2023 11:00 PM;57,062.50;60,640.00;3,577.50;19,520.50
Jan 10, 2023 11:00 PM;Jan 11, 2023 12:00 AM;54,022.25;59,073.00;5,050.75;16,085.25
Jan 11, 2023 12:00 AM;Jan 11, 2023 1:00 AM;50,647.50;57,296.00;6,648.50;14,496.50
Jan 11, 2023 1:00 AM;Jan 11, 2023 2:00 AM;48,647.50;54,888.50;6,241.00;12,960.00
Jan 11, 2023 2:00 AM;Jan 11, 2023 3:00 AM;47,805.50;53,742.25;5,936.75;11,513.00
Jan 11, 2023 3:00 AM;Jan 11, 2023 4:00 AM;48,027.50;54,133.00;6,105.50;12,828.25
