Start date;End date;grid load [MWh] Calculated resolutions;Grid load incl. hydro pumped storage [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Residual load [MWh] Calculated resolutions
Mar 28, 2024 6:00 PM;Mar 28, 2024 7:00 PM;60,175.00;60,236.50;61.50;25,818.75
Mar 28, 2024 7:00 PM;Mar 28, 2024 8:00 PM;61,176.25;61,186.00;9.75;29,355.25
Mar 28, 2024 8:00 PM;Mar 28, 2024 9:00 PM;57,591.75;57,753.75;162.00;25,311.25
Mar 28, 2024 9:00 PM;Mar 28, 2024 10:00 PM;54,097.50;54,279.00;181.50;21,400.75
Mar 28, 2024 10:00 PM;Mar 28, 2024 11:00 PM;52,032.00;52,520.75;488.75;17,863.50
Mar 28, 2024 11:00 PM;Mar 29, 2024 12:00 AM;49,182.75;50,936.25;1,753.50;14,380.50
Mar 29, 2024 12:00 AM;Mar 29, 2024 1:00 AM;45,707.50;47,417.50;1,710.00;9,935.50
Mar 29, 2024 1:00 AM;Mar 29, 2024 2:00 AM;43,663.50;46,254.75;2,591.25;8,294.25
Mar 29, 2024 2:00 AM;Mar 29, 2024 3:00 AM;42,178.25;44,724.75;2,546.50;7,960.00
Mar 29, 2024 3:00 AM;Mar 29, 2024 4:00 AM;41,581.00;44,909.50;3,328.50;7,560.75
Mar 29, 2024 4:00 AM;Mar 29, 2024 5:00 AM;41,887.25;46,564.50;4,677.25;7,824.25
Mar 29, 2024 5:00 AM;Mar 29, 2024 6:00 AM;42,695.00;47,396.75;4,701.75;8,305.25
Mar 29, 2024 6:00 AM;Mar 29, 2024 7:00 AM;43,090.00;46,597.00;3,507.00;7,362.00
Mar 29, 2024 7:00 AM;Mar 29, 2024 8:00 AM;45,057.75;48,310.50;3,252.75;7,095.50
Mar 29, 2024 8:00 AM;Mar 29, 2024 9:00 AM;47,965.00;51,428.75;3,463.75;8,327.00
Mar 29, 2024 9:00 AM;Mar 29, 2024 10:00 AM;50,900.75;54,790.25;3,889.50;10,352.00
Mar 29, 2024 10:00 AM;Mar 29, 2024 11:00 AM;51,858.50;56,899.75;5,041.25;11,559.25
Mar 29, 2024 11:00 AM;Mar 29, 2024 12:00 PM;54,018.75;59,153.25;5,134.50;12,445.25
Mar 29, 2024 12:00 PM;Mar 29, 2024 1:00 PM;53,380.25;58,248.25;4,868.00;11,293.00
Mar 29, 2024 1:00 PM;Mar 29, 2024 2:00 PM;50,249.50;55,032.25;4,782.75;8,921.50
Mar 29, 2024 2:00 PM;Mar 29, 2024 3:00 PM;47,675.75;51,759.25;4,083.50;8,629.50
Mar 29, 2024 3:00 PM;Mar 29, 2024 4:00 PM;46,250.75;48,544.75;2,294.00;12,676.50
Mar 29, 2024 4:00 PM;Mar 29, 2024 5:00 PM;46,034.75;46,317.50;282.75;21,374.75
Mar 29, 2024 5:00 PM;Mar 29, 2024 6:00 PM;48,087.25;48,092.25;5.00;31,661.75
Mar 29, 2024 6:00 PM;Mar 29, 2024 7:00 PM;50,777.50;50,780.75;3.25;38,811.00
Mar 29, 2024 7:00 PM;Mar 29, 2024 8:00 PM;50,411.25;50,412.50;1.25;39,558.25
Mar 29, 2024 8:00 PM;Mar 29, 2024 9:00 PM;47,639.75;47,643.50;3.75;36,760.25
Mar 29, 2024 9:00 PM;Mar 29, 2024 10:00 PM;46,012.25;46,024.25;12.00;34,746.25
Mar 29, 2024 10:00 PM;Mar 29, 2024 11:00 PM;44,089.25;44,158.50;69.25;32,103.00
Mar 29, 2024 11:00 PM;Mar 30, 2024 12:00 AM;40,816.75;40,850.75;34.00;29,150.50
Mar 30, 2024 12:00 AM;Mar 30, 2024 1:00 AM;38,728.50;38,828.25;99.75;27,839.75
Mar 30, 2024 1:00 AM;Mar 30, 2024 2:00 AM;37,129.25;37,327.25;198.00;27,402.00
Mar 30, 2024 2:00 AM;Mar 30, 2024 3:00 AM;35,674.50;35,943.00;268.50;26,525.00
Mar 30, 2024 3:00 AM;Mar 30, 2024 4:00 AM;35,762.75;36,040.25;277.50;25,436.25
Mar 30, 2024 4:00 AM;Mar 30, 2024 5:00 AM;36,187.50;36,401.50;214.00;25,370.00
Mar 30, 2024 5:00 AM;Mar 30, 2024 6:00 AM;37,293.75;37,376.50;82.75;25,961.50
Mar 30, 2024 6:00 AM;Mar 30, 2024 7:00 AM;39,087.50;39,299.25;211.75;25,286.25
Mar 30, 2024 7:00 AM;Mar 30, 2024 8:00 AM;42,548.75;43,175.25;626.50;23,540.25
Mar 30, 2024 8:00 AM;Mar 30, 2024 9:00 AM;46,687.00;47,758.50;1,071.50;22,335.50
Mar 30, 2024 9:00 AM;Mar 30, 2024 10:00 AM;48,933.25;51,368.75;2,435.50;19,865.50
Mar 30, 2024 10:00 AM;Mar 30, 2024 11:00 AM;49,642.25;52,916.75;3,274.50;17,361.75
Mar 30, 2024 11:00 AM;Mar 30, 2024 12:00 PM;49,946.00;53,079.75;3,133.75;15,929.25
Mar 30, 2024 12:00 PM;Mar 30, 2024 1:00 PM;50,249.00;53,794.75;3,545.75;16,451.00
Mar 30, 2024 1:00 PM;Mar 30, 2024 2:00 PM;48,964.25;52,829.00;3,864.75;17,944.50
Mar 30, 2024 2:00 PM;Mar 30, 2024 3:00 PM;47,140.00;51,056.75;3,916.75;19,684.50
Mar 30, 2024 3:00 PM;Mar 30, 2024 4:00 PM;46,815.75;50,937.50;4,121.75;24,103.25
Mar 30, 2024 4:00 PM;Mar 30, 2024 5:00 PM;46,827.25;47,909.75;1,082.50;29,367.75
Mar 30, 2024 5:00 PM;Mar 30, 2024 6:00 PM;50,305.00;51,136.00;831.00;34,407.25
Mar 30, 2024 6:00 PM;Mar 30, 2024 7:00 PM;52,547.00;52,875.50;328.50;36,723.25
Mar 30, 2024 7:00 PM;Mar 30, 2024 8:00 PM;51,822.75;51,841.25;18.50;38,531.00
Mar 30, 2024 8:00 PM;Mar 30, 2024 9:00 PM;48,928.00;48,946.25;18.25;37,754.75
Mar 30, 2024 9:00 PM;Mar 30, 2024 10:00 PM;46,342.50;46,360.50;18.00;36,856.00
Mar 30, 2024 10:00 PM;Mar 30, 2024 11:00 PM;43,930.00;43,991.00;61.00;35,693.75
Mar 30, 2024 11:00 PM;Mar 31, 2024 12:00 AM;40,857.00;40,883.00;26.00;33,824.25
Mar 31, 2024 12:00 AM;Mar 31, 2024 1:00 AM;37,333.25;37,522.00;188.75;31,112.00
Mar 31, 2024 1:00 AM;Mar 30, 2024 2:00 AM;34,967.25;35,874.00;906.75;28,774.75
Mar 31, 2024 3:00 AM;Mar 31, 2024 4:00 AM;35,233.00;35,854.75;621.75;28,563.75
Mar 31, 2024 4:00 AM;Mar 31, 2024 5:00 AM;32,660.50;33,358.00;697.50;26,188.00
Mar 31, 2024 5:00 AM;Mar 31, 2024 6:00 AM;33,094.75;34,035.50;940.75;27,307.75
Mar 31, 2024 6:00 AM;Mar 31, 2024 7:00 AM;33,936.50;34,628.25;691.75;28,313.25
Mar 31, 2024 7:00 AM;Mar 31, 2024 8:00 AM;34,424.50;35,393.50;969.00;28,225.75
Mar 31, 2024 8:00 AM;Mar 31, 2024 9:00 AM;36,927.75;37,962.50;1,034.75;26,783.00
Mar 31, 2024 9:00 AM;Mar 31, 2024 10:00 AM;41,260.50;42,281.25;1,020.75;25,969.75
Mar 31, 2024 10:00 AM;Mar 31, 2024 11:00 AM;42,728.50;45,874.00;3,145.50;21,171.00
Mar 31, 2024 11:00 AM;Mar 31, 2024 12:00 PM;44,419.25;48,925.50;4,506.25;16,995.00
Mar 31, 2024 12:00 PM;Mar 31, 2024 1:00 PM;43,098.75;48,093.75;4,995.00;11,788.50
Mar 31, 2024 1:00 PM;Mar 31, 2024 2:00 PM;40,175.75;45,248.50;5,072.75;8,071.75
Mar 31, 2024 2:00 PM;Mar 31, 2024 3:00 PM;37,691.25;42,930.50;5,239.25;6,971.75
Mar 31, 2024 3:00 PM;Mar 31, 2024 4:00 PM;35,956.25;40,834.75;4,878.50;8,753.00
Mar 31, 2024 4:00 PM;Mar 31, 2024 5:00 PM;35,175.00;39,301.00;4,126.00;11,662.50
Mar 31, 2024 5:00 PM;Mar 31, 2024 6:00 PM;36,616.00;38,559.00;1,943.00;19,545.00
Mar 31, 2024 6:00 PM;Mar 31, 2024 7:00 PM;38,920.00;39,192.25;272.25;28,022.75
Mar 31, 2024 7:00 PM;Mar 31, 2024 8:00 PM;38,962.75;38,973.00;10.25;30,862.50
Mar 31, 2024 8:00 PM;Mar 31, 2024 9:00 PM;39,883.75;39,940.75;57.00;30,654.50
Mar 31, 2024 9:00 PM;Mar 31, 2024 10:00 PM;38,590.75;38,735.50;144.75;28,516.25
Mar 31, 2024 10:00 PM;Mar 31, 2024 11:00 PM;37,514.00;37,599.00;85.00;26,534.25
Mar 31, 2024 11:00 PM;Apr 1, 2024 12:00 AM;35,148.00;35,382.25;234.25;23,607.75
Apr 1, 2024 12:00 AM;Apr 1, 2024 1:00 AM;36,808.25;37,156.25;348.00;26,422.75
Apr 1, 2024 1:00 AM;Apr 1, 2024 2:00 AM;35,437.25;35,930.50;493.25;25,565.75
Apr 1, 2024 2:00 AM;Apr 1, 2024 3:00 AM;34,585.00;35,621.50;1,036.50;24,560.00
Apr 1, 2024 3:00 AM;Apr 1, 2024 4:00 AM;34,303.50;35,344.50;1,041.00;24,943.50
Apr 1, 2024 4:00 AM;Apr 1, 2024 5:00 AM;34,851.50;35,491.50;640.00;25,489.00
Apr 1, 2024 5:00 AM;Apr 1, 2024 6:00 AM;35,657.50;36,261.25;603.75;26,858.25
Apr 1, 2024 6:00 AM;Apr 1, 2024 7:00 AM;36,365.50;36,539.50;174.00;27,908.50
Apr 1, 2024 7:00 AM;Apr 1, 2024 8:00 AM;37,172.50;37,302.50;130.00;28,432.50
Apr 1, 2024 8:00 AM;Apr 1, 2024 9:00 AM;40,323.00;40,584.75;261.75;29,417.75
Apr 1, 2024 9:00 AM;Apr 1, 2024 10:00 AM;44,014.75;44,140.25;125.50;30,576.75
Apr 1, 2024 10:00 AM;Apr 1, 2024 11:00 AM;46,691.50;46,805.00;113.50;31,539.25
Apr 1, 2024 11:00 AM;Apr 1, 2024 12:00 PM;49,335.50;49,978.25;642.75;31,455.75
Apr 1, 2024 12:00 PM;Apr 1, 2024 1:00 PM;49,635.75;51,079.00;1,443.25;28,465.00
Apr 1, 2024 1:00 PM;Apr 1, 2024 2:00 PM;48,382.75;49,825.75;1,443.00;23,977.75
Apr 1, 2024 2:00 PM;Apr 1, 2024 3:00 PM;47,515.75;50,575.00;3,059.25;19,237.75
Apr 1, 2024 3:00 PM;Apr 1, 2024 4:00 PM;47,153.25;51,246.75;4,093.50;15,959.75
Apr 1, 2024 4:00 PM;Apr 1, 2024 5:00 PM;46,674.75;50,438.25;3,763.50;14,105.75
Apr 1, 2024 5:00 PM;Apr 1, 2024 6:00 PM;47,585.50;50,637.00;3,051.50;16,314.75
Apr 1, 2024 6:00 PM;Apr 1, 2024 7:00 PM;48,611.50;48,728.50;117.00;20,917.00
Apr 1, 2024 7:00 PM;Apr 1, 2024 8:00 PM;50,592.00;50,643.75;51.75;25,039.50
Apr 1, 2024 8:00 PM;Apr 1, 2024 9:00 PM;50,140.00;50,196.00;56.00;23,728.25
Apr 1, 2024 9:00 PM;Apr 1, 2024 10:00 PM;48,353.25;48,945.75;592.50;18,980.00
Apr 1, 2024 10:00 PM;Apr 1, 2024 11:00 PM;46,985.00;48,132.00;1,147.00;15,983.25
Apr 1, 2024 11:00 PM;Apr 2, 2024 12:00 AM;44,311.75;46,315.50;2,003.75;12,246.00
Apr 2, 2024 12:00 AM;Apr 2, 2024 1:00 AM;41,658.00;45,474.25;3,816.25;9,130.00
Apr 2, 2024 1:00 AM;Apr 2, 2024 2:00 AM;40,211.25;45,253.00;5,041.75;7,023.75
Apr 2, 2024 2:00 AM;Apr 2, 2024 3:00 AM;40,147.50;45,404.75;5,257.25;6,324.25
Apr 2, 2024 3:00 AM;Apr 2, 2024 4:00 AM;40,683.50;45,996.25;5,312.75;6,344.50
Apr 2, 2024 4:00 AM;Apr 2, 2024 5:00 AM;42,727.75;48,012.00;5,284.25;7,730.75
Apr 2, 2024 5:00 AM;Apr 2, 2024 6:00 AM;45,981.50;49,703.00;3,721.50;10,473.25
Apr 2, 2024 6:00 AM;Apr 2, 2024 7:00 AM;53,492.75;53,763.75;271.00;17,641.25
Apr 2, 2024 7:00 AM;Apr 2, 2024 8:00 AM;57,892.00;57,916.75;24.75;21,377.00
Apr 2, 2024 8:00 AM;Apr 2, 2024 9:00 AM;61,908.75;62,125.50;216.75;20,371.25
Apr 2, 2024 9:00 AM;Apr 2, 2024 10:00 AM;64,094.25;65,921.00;1,826.75;13,572.25
Apr 2, 2024 10:00 AM;Apr 2, 2024 11:00 AM;64,968.25;68,984.75;4,016.50;7,008.25
Apr 2, 2024 11:00 AM;Apr 2, 2024 12:00 PM;65,546.50;69,925.00;4,378.50;3,999.00
Apr 2, 2024 12:00 PM;Apr 2, 2024 1:00 PM;65,125.00;70,093.75;4,968.75;2,017.50
Apr 2, 2024 1:00 PM;Apr 2, 2024 2:00 PM;63,657.75;68,828.00;5,170.25;24.00
Apr 2, 2024 2:00 PM;Apr 2, 2024 3:00 PM;61,327.00;66,847.25;5,520.25;-701.50
Apr 2, 2024 3:00 PM;Apr 2, 2024 4:00 PM;60,007.50;65,157.50;5,150.00;791.00
Apr 2, 2024 4:00 PM;Apr 2, 2024 5:00 PM;59,373.00;64,258.75;4,885.75;4,673.25
Apr 2, 2024 5:00 PM;Apr 2, 2024 6:00 PM;59,483.00;61,731.00;2,248.00;12,319.75
Apr 2, 2024 6:00 PM;Apr 2, 2024 7:00 PM;60,470.25;61,167.25;697.00;24,673.00
Apr 2, 2024 7:00 PM;Apr 2, 2024 8:00 PM;60,523.75;60,525.75;2.00;33,729.75
Apr 2, 2024 8:00 PM;Apr 2, 2024 9:00 PM;58,952.50;58,977.00;24.50;34,476.75
Apr 2, 2024 9:00 PM;Apr 2, 2024 10:00 PM;56,336.75;56,424.25;87.50;32,676.75
Apr 2, 2024 10:00 PM;Apr 2, 2024 11:00 PM;52,714.25;52,764.25;50.00;30,164.00
Apr 2, 2024 11:00 PM;Apr 3, 2024 12:00 AM;49,385.75;49,713.25;327.50;27,279.25
Apr 3, 2024 12:00 AM;Apr 3, 2024 1:00 AM;46,837.75;48,897.25;2,059.50;26,017.25
Apr 3, 2024 1:00 AM;Apr 3, 2024 2:00 AM;45,176.75;48,613.25;3,436.50;25,398.25
Apr 3, 2024 2:00 AM;Apr 3, 2024 3:00 AM;44,523.25;48,181.00;3,657.75;26,105.25
Apr 3, 2024 3:00 AM;Apr 3, 2024 4:00 AM;44,817.50;48,285.25;3,467.75;28,214.50
Apr 3, 2024 4:00 AM;Apr 3, 2024 5:00 AM;45,892.50;48,760.75;2,868.25;30,411.50
Apr 3, 2024 5:00 AM;Apr 3, 2024 6:00 AM;48,677.25;49,838.25;1,161.00;34,492.50
Apr 3, 2024 6:00 AM;Apr 3, 2024 7:00 AM;54,611.75;54,813.25;201.50;41,275.00
Apr 3, 2024 7:00 AM;Apr 3, 2024 8:00 AM;58,935.25;58,943.50;8.25;45,050.00
Apr 3, 2024 8:00 AM;Apr 3, 2024 9:00 AM;61,945.75;62,115.75;170.00;45,218.75
Apr 3, 2024 9:00 AM;Apr 3, 2024 10:00 AM;61,737.75;61,915.25;177.50;40,751.00
Apr 3, 2024 10:00 AM;Apr 3, 2024 11:00 AM;63,366.50;63,812.75;446.25;38,853.75
Apr 3, 2024 11:00 AM;Apr 3, 2024 12:00 PM;63,591.00;64,069.00;478.00;36,387.75
Apr 3, 2024 12:00 PM;Apr 3, 2024 1:00 PM;63,602.75;64,475.50;872.75;34,935.50
Apr 3, 2024 1:00 PM;Apr 3, 2024 2:00 PM;62,673.25;63,331.00;657.75;34,164.25
Apr 3, 2024 2:00 PM;Apr 3, 2024 3:00 PM;61,375.00;62,065.25;690.25;33,847.50
Apr 3, 2024 3:00 PM;Apr 3, 2024 4:00 PM;60,361.25;60,995.00;633.75;35,371.50
Apr 3, 2024 4:00 PM;Apr 3, 2024 5:00 PM;58,925.00;59,130.00;205.00;36,792.75
Apr 3, 2024 5:00 PM;Apr 3, 2024 6:00 PM;59,159.75;59,391.50;231.75;39,732.50
Apr 3, 2024 6:00 PM;Apr 3, 2024 7:00 PM;60,267.25;60,341.00;73.75;43,140.25
Apr 3, 2024 7:00 PM;Apr 3, 2024 8:00 PM;61,180.75;61,185.50;4.75;43,846.75
Apr 3, 2024 8:00 PM;Apr 3, 2024 9:00 PM;59,999.00;60,101.75;102.75;40,051.25
Apr 3, 2024 9:00 PM;Apr 3, 2024 10:00 PM;56,857.25;57,063.50;206.25;33,589.00
Apr 3, 2024 10:00 PM;Apr 3, 2024 11:00 PM;54,151.50;54,717.00;565.50;28,652.00
Apr 3, 2024 11:00 PM;Apr 4, 2024 12:00 AM;50,747.00;51,387.75;640.75;23,848.25
Apr 4, 2024 12:00 AM;Apr 4, 2024 1:00 AM;47,742.75;50,373.00;2,630.25;20,471.00
Apr 4, 2024 1:00 AM;Apr 4, 2024 2:00 AM;45,669.25;49,060.25;3,391.00;17,500.00
Apr 4, 2024 2:00 AM;Apr 4, 2024 3:00 AM;44,371.50;48,288.75;3,917.25;15,870.50
Apr 4, 2024 3:00 AM;Apr 4, 2024 4:00 AM;44,805.00;49,240.00;4,435.00;15,201.25
Apr 4, 2024 4:00 AM;Apr 4, 2024 5:00 AM;45,907.50;49,593.75;3,686.25;17,540.50
Apr 4, 2024 5:00 AM;Apr 4, 2024 6:00 AM;48,717.50;49,760.50;1,043.00;21,180.00
Apr 4, 2024 6:00 AM;Apr 4, 2024 7:00 AM;55,380.50;55,652.75;272.25;27,135.50
Apr 4, 2024 7:00 AM;Apr 4, 2024 8:00 AM;59,725.75;59,991.25;265.50;29,707.50
Apr 4, 2024 8:00 AM;Apr 4, 2024 9:00 AM;61,819.75;61,930.00;110.25;28,705.00
Apr 4, 2024 9:00 AM;Apr 4, 2024 10:00 AM;62,149.50;62,491.50;342.00;24,610.25
Apr 4, 2024 10:00 AM;Apr 4, 2024 11:00 AM;63,455.25;63,710.00;254.75;23,502.50
Apr 4, 2024 11:00 AM;Apr 4, 2024 12:00 PM;63,666.25;64,134.00;467.75;22,200.25
Apr 4, 2024 12:00 PM;Apr 4, 2024 1:00 PM;63,324.50;64,417.25;1,092.75;20,634.50
Apr 4, 2024 1:00 PM;Apr 4, 2024 2:00 PM;63,135.00;65,355.00;2,220.00;19,069.00
Apr 4, 2024 2:00 PM;Apr 4, 2024 3:00 PM;61,591.25;65,171.00;3,579.75;16,658.00
Apr 4, 2024 3:00 PM;Apr 4, 2024 4:00 PM;60,341.50;65,101.75;4,760.25;14,093.75
Apr 4, 2024 4:00 PM;Apr 4, 2024 5:00 PM;59,984.00;64,380.25;4,396.25;13,507.25
Apr 4, 2024 5:00 PM;Apr 4, 2024 6:00 PM;60,038.75;61,416.50;1,377.75;16,303.50
Apr 4, 2024 6:00 PM;Apr 4, 2024 7:00 PM;60,776.75;61,387.50;610.75;22,207.50
Apr 4, 2024 7:00 PM;Apr 4, 2024 8:00 PM;61,388.25;61,395.50;7.25;28,326.25
Apr 4, 2024 8:00 PM;Apr 4, 2024 9:00 PM;59,796.25;59,918.00;121.75;27,598.75
Apr 4, 2024 9:00 PM;Apr 4, 2024 10:00 PM;57,492.00;57,976.75;484.75;25,294.75
Apr 4, 2024 10:00 PM;Apr 4, 2024 11:00 PM;54,339.75;54,789.00;449.25;22,767.00
Apr 4, 2024 11:00 PM;Apr 5, 2024 12:00 AM;50,331.50;51,657.25;1,325.75;19,577.75
Apr 5, 2024 12:00 AM;Apr 5, 2024 1:00 AM;47,445.75;49,302.25;1,856.50;18,100.50
Apr 5, 2024 1:00 AM;Apr 5, 2024 2:00 AM;44,862.75;47,650.50;2,787.75;18,218.25
Apr 5, 2024 2:00 AM;Apr 5, 2024 3:00 AM;43,869.25;46,763.75;2,894.50;19,361.75
Apr 5, 2024 3:00 AM;Apr 5, 2024 4:00 AM;44,511.75;47,409.75;2,898.00;21,599.75
Apr 5, 2024 4:00 AM;Apr 5, 2024 5:00 AM;45,231.50;46,705.00;1,473.50;23,275.75
Apr 5, 2024 5:00 AM;Apr 5, 2024 6:00 AM;48,659.00;49,394.75;735.75;26,718.50
Apr 5, 2024 6:00 AM;Apr 5, 2024 7:00 AM;54,194.25;54,273.25;79.00;32,121.25
Apr 5, 2024 7:00 AM;Apr 5, 2024 8:00 AM;58,717.25;58,717.75;0.50;35,650.50
Apr 5, 2024 8:00 AM;Apr 5, 2024 9:00 AM;60,638.25;60,664.25;26.00;33,821.50
Apr 5, 2024 9:00 AM;Apr 5, 2024 10:00 AM;60,471.75;60,747.00;275.25;26,779.50
Apr 5, 2024 10:00 AM;Apr 5, 2024 11:00 AM;61,618.25;62,271.75;653.50;19,261.50
Apr 5, 2024 11:00 AM;Apr 5, 2024 12:00 PM;62,232.25;63,539.25;1,307.00;11,782.50
Apr 5, 2024 12:00 PM;Apr 5, 2024 1:00 PM;62,358.75;65,426.50;3,067.75;7,092.50
Apr 5, 2024 1:00 PM;Apr 5, 2024 2:00 PM;61,722.50;66,182.00;4,459.50;3,360.00
Apr 5, 2024 2:00 PM;Apr 5, 2024 3:00 PM;60,018.25;65,143.00;5,124.75;2,660.25
Apr 5, 2024 3:00 PM;Apr 5, 2024 4:00 PM;59,449.75;63,466.50;4,016.75;5,002.25
Apr 5, 2024 4:00 PM;Apr 5, 2024 5:00 PM;58,649.25;62,745.25;4,096.00;8,873.25
Apr 5, 2024 5:00 PM;Apr 5, 2024 6:00 PM;58,395.25;59,941.75;1,546.50;12,402.00
Apr 5, 2024 6:00 PM;Apr 5, 2024 7:00 PM;58,744.75;58,933.25;188.50;17,822.00
Apr 5, 2024 7:00 PM;Apr 5, 2024 8:00 PM;59,738.00;59,757.50;19.50;23,187.25
Apr 5, 2024 8:00 PM;Apr 5, 2024 9:00 PM;57,976.00;57,982.00;6.00;23,137.75
Apr 5, 2024 9:00 PM;Apr 5, 2024 10:00 PM;54,602.50;54,999.50;397.00;21,081.00
Apr 5, 2024 10:00 PM;Apr 5, 2024 11:00 PM;50,793.50;50,807.50;14.00;20,386.25
Apr 5, 2024 11:00 PM;Apr 6, 2024 12:00 AM;46,509.50;46,747.75;238.25;18,628.25
Apr 6, 2024 12:00 AM;Apr 6, 2024 1:00 AM;44,981.50;45,394.75;413.25;18,377.75
Apr 6, 2024 1:00 AM;Apr 6, 2024 2:00 AM;42,879.50;43,517.00;637.50;16,618.50
Apr 6, 2024 2:00 AM;Apr 6, 2024 3:00 AM;41,354.25;42,487.25;1,133.00;15,841.00
Apr 6, 2024 3:00 AM;Apr 6, 2024 4:00 AM;40,799.75;41,345.00;545.25;17,747.25
Apr 6, 2024 4:00 AM;Apr 6, 2024 5:00 AM;40,954.25;41,190.75;236.50;19,495.75
Apr 6, 2024 5:00 AM;Apr 6, 2024 6:00 AM;41,391.50;41,530.50;139.00;22,637.75
Apr 6, 2024 6:00 AM;Apr 6, 2024 7:00 AM;42,386.00;42,621.75;235.75;24,245.00
Apr 6, 2024 7:00 AM;Apr 6, 2024 8:00 AM;44,443.00;44,574.00;131.00;24,453.75
Apr 6, 2024 8:00 AM;Apr 6, 2024 9:00 AM;48,100.25;48,570.25;470.00;21,974.75
Apr 6, 2024 9:00 AM;Apr 6, 2024 10:00 AM;50,185.75;51,642.00;1,456.25;16,889.75
Apr 6, 2024 10:00 AM;Apr 6, 2024 11:00 AM;51,936.50;55,463.50;3,527.00;11,472.00
Apr 6, 2024 11:00 AM;Apr 6, 2024 12:00 PM;51,789.00;56,611.50;4,822.50;6,849.50
Apr 6, 2024 12:00 PM;Apr 6, 2024 1:00 PM;50,208.50;55,788.50;5,580.00;3,630.00
Apr 6, 2024 1:00 PM;Apr 6, 2024 2:00 PM;48,450.75;54,304.25;5,853.50;3,768.50
Apr 6, 2024 2:00 PM;Apr 6, 2024 3:00 PM;46,969.00;52,776.25;5,807.25;1,602.50
Apr 6, 2024 3:00 PM;Apr 6, 2024 4:00 PM;46,827.25;52,115.75;5,288.50;2,299.75
Apr 6, 2024 4:00 PM;Apr 6, 2024 5:00 PM;46,524.75;51,308.50;4,783.75;3,870.25
Apr 6, 2024 5:00 PM;Apr 6, 2024 6:00 PM;47,388.75;49,789.25;2,400.50;10,911.50
Apr 6, 2024 6:00 PM;Apr 6, 2024 7:00 PM;48,588.00;48,758.50;170.50;20,159.25
Apr 6, 2024 7:00 PM;Apr 6, 2024 8:00 PM;50,213.50;50,214.50;1.00;24,689.75
Apr 6, 2024 8:00 PM;Apr 6, 2024 9:00 PM;49,994.50;49,997.00;2.50;23,616.50
Apr 6, 2024 9:00 PM;Apr 6, 2024 10:00 PM;47,945.25;48,116.25;171.00;19,689.25
Apr 6, 2024 10:00 PM;Apr 6, 2024 11:00 PM;45,705.50;45,953.75;248.25;17,408.00
Apr 6, 2024 11:00 PM;Apr 7, 2024 12:00 AM;43,215.50;43,526.75;311.25;13,956.50
Apr 7, 2024 12:00 AM;Apr 7, 2024 1:00 AM;40,547.75;41,452.00;904.25;11,053.00
Apr 7, 2024 1:00 AM;Apr 7, 2024 2:00 AM;38,358.75;39,733.25;1,374.50;9,715.75
Apr 7, 2024 2:00 AM;Apr 7, 2024 3:00 AM;37,182.00;38,935.00;1,753.00;8,146.50
Apr 7, 2024 3:00 AM;Apr 7, 2024 4:00 AM;36,672.25;39,601.50;2,929.25;6,855.00
Apr 7, 2024 4:00 AM;Apr 7, 2024 5:00 AM;37,273.50;40,342.50;3,069.00;6,363.00
Apr 7, 2024 5:00 AM;Apr 7, 2024 6:00 AM;38,093.25;41,854.75;3,761.50;5,813.00
Apr 7, 2024 6:00 AM;Apr 7, 2024 7:00 AM;39,901.00;43,352.00;3,451.00;7,069.25
Apr 7, 2024 7:00 AM;Apr 7, 2024 8:00 AM;41,634.50;44,619.75;2,985.25;8,775.25
Apr 7, 2024 8:00 AM;Apr 7, 2024 9:00 AM;44,590.75;48,614.50;4,023.75;9,892.50
Apr 7, 2024 9:00 AM;Apr 7, 2024 10:00 AM;46,146.75;49,535.75;3,389.00;10,617.75
Apr 7, 2024 10:00 AM;Apr 7, 2024 11:00 AM;47,606.75;52,280.50;4,673.75;10,138.75
Apr 7, 2024 11:00 AM;Apr 7, 2024 12:00 PM;48,583.25;54,011.25;5,428.00;6,706.25
Apr 7, 2024 12:00 PM;Apr 7, 2024 1:00 PM;47,686.25;53,630.25;5,944.00;5,241.75
Apr 7, 2024 1:00 PM;Apr 7, 2024 2:00 PM;44,650.00;50,609.25;5,959.25;3,161.75
Apr 7, 2024 2:00 PM;Apr 7, 2024 3:00 PM;43,486.00;49,042.75;5,556.75;4,859.50
Apr 7, 2024 3:00 PM;Apr 7, 2024 4:00 PM;43,202.00;47,967.50;4,765.50;6,936.75
Apr 7, 2024 4:00 PM;Apr 7, 2024 5:00 PM;43,227.75;46,840.00;3,612.25;10,447.50
Apr 7, 2024 5:00 PM;Apr 7, 2024 6:00 PM;45,261.75;47,380.00;2,118.25;19,137.00
Apr 7, 2024 6:00 PM;Apr 7, 2024 7:00 PM;47,302.25;48,195.75;893.50;31,299.75
Apr 7, 2024 7:00 PM;Apr 7, 2024 8:00 PM;48,702.50;48,703.00;0.50;38,543.75
Apr 7, 2024 8:00 PM;Apr 7, 2024 9:00 PM;48,762.25;48,763.50;1.25;39,352.00
Apr 7, 2024 9:00 PM;Apr 7, 2024 10:00 PM;46,556.00;46,757.75;201.75;36,089.50
Apr 7, 2024 10:00 PM;Apr 7, 2024 11:00 PM;45,105.50;45,734.00;628.50;33,226.75
