Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
May 28, 2023 8:00 AM;May 28, 2023 9:00 AM;4,227.25;2,146.50;130.25;1,109.25;18,443.25;121.00;0.00;3,692.75;1,765.00;1,946.00;397.25;1,981.75
May 28, 2023 9:00 AM;May 28, 2023 10:00 AM;4,191.25;2,229.25;120.75;677.25;27,275.00;125.00;0.00;3,690.50;1,676.00;2,024.75;337.50;2,028.75
May 28, 2023 10:00 AM;May 28, 2023 11:00 AM;4,128.50;2,119.25;126.75;827.50;33,584.25;117.00;0.00;3,404.00;1,637.25;1,933.25;65.25;2,044.50
May 28, 2023 11:00 AM;May 28, 2023 12:00 PM;4,079.00;2,096.50;289.25;1,209.25;36,930.50;114.50;0.00;3,381.25;1,624.50;1,947.00;17.75;2,082.50
May 28, 2023 12:00 PM;May 28, 2023 1:00 PM;4,026.00;1,611.75;359.25;1,204.50;38,134.00;114.00;0.00;3,169.50;1,625.75;1,950.50;54.25;2,069.75
May 28, 2023 1:00 PM;May 28, 2023 2:00 PM;3,913.50;1,535.75;302.00;1,262.25;37,790.75;117.75;0.00;3,169.00;1,623.50;1,963.75;7.75;2,080.25
May 28, 2023 2:00 PM;May 28, 2023 3:00 PM;3,906.25;1,553.25;418.25;1,483.00;35,740.50;111.75;0.00;3,157.75;1,624.00;1,916.75;60.75;2,057.50
May 28, 2023 3:00 PM;May 28, 2023 4:00 PM;3,839.50;1,531.50;759.75;2,046.75;32,627.75;111.75;0.00;3,164.25;1,633.00;1,882.25;41.75;2,042.50
May 28, 2023 4:00 PM;May 28, 2023 5:00 PM;4,030.75;2,003.75;1,238.75;4,157.75;28,724.50;112.00;0.00;3,301.75;1,643.50;1,919.50;59.75;2,045.25
May 28, 2023 5:00 PM;May 28, 2023 6:00 PM;4,098.00;2,165.75;1,268.50;5,961.75;21,535.25;113.50;0.00;3,469.75;1,677.75;1,971.50;154.25;2,063.50
May 28, 2023 6:00 PM;May 28, 2023 7:00 PM;4,259.00;2,185.25;2,243.25;8,112.75;12,772.00;118.75;0.00;3,451.75;1,909.25;2,085.00;1,050.50;2,082.00
May 28, 2023 7:00 PM;May 28, 2023 8:00 PM;4,369.25;2,206.50;2,891.50;9,264.50;5,294.00;122.50;0.00;3,576.75;2,187.25;2,163.50;2,626.00;2,072.75
May 28, 2023 8:00 PM;May 28, 2023 9:00 PM;4,446.00;2,104.50;2,739.25;10,419.50;1,412.50;123.00;0.00;3,585.25;2,217.50;2,173.25;5,015.25;2,075.00
May 28, 2023 9:00 PM;May 28, 2023 10:00 PM;4,402.75;2,134.00;2,946.50;12,429.75;53.00;123.75;0.00;3,658.75;2,340.25;2,247.50;5,167.25;2,078.25
May 28, 2023 10:00 PM;May 28, 2023 11:00 PM;4,250.25;2,084.50;3,155.75;13,254.50;3.00;126.25;0.00;3,614.50;2,392.00;2,281.75;4,037.75;2,103.75
May 28, 2023 11:00 PM;May 29, 2023 12:00 AM;4,065.00;2,039.25;2,911.75;13,126.25;3.25;125.00;0.00;3,615.25;2,056.75;2,244.50;2,330.25;2,102.00
May 29, 2023 12:00 AM;May 29, 2023 1:00 AM;3,961.75;1,972.00;2,806.00;12,471.50;3.00;124.50;0.00;3,587.25;1,735.75;2,167.25;552.50;2,058.50
May 29, 2023 1:00 AM;May 29, 2023 2:00 AM;3,909.25;1,983.75;3,043.50;11,413.50;3.00;124.75;0.00;3,555.25;1,630.50;2,103.25;490.25;2,064.00
May 29, 2023 2:00 AM;May 29, 2023 3:00 AM;3,912.00;2,120.50;2,937.00;10,385.25;3.00;124.25;0.00;3,555.25;1,244.25;2,148.25;349.25;2,066.75
May 29, 2023 3:00 AM;May 29, 2023 4:00 AM;4,038.25;2,055.00;2,847.50;9,890.25;3.00;124.50;0.00;3,560.00;1,265.25;1,985.00;517.25;1,974.50
May 29, 2023 4:00 AM;May 29, 2023 5:00 AM;4,086.75;2,010.25;2,656.50;9,394.00;5.00;125.00;0.00;3,561.75;1,279.75;2,034.75;916.50;1,972.50
May 29, 2023 5:00 AM;May 29, 2023 6:00 AM;4,187.50;2,047.00;2,466.75;9,210.75;392.25;126.50;0.00;3,558.75;1,267.50;2,094.75;1,020.25;2,032.50
May 29, 2023 6:00 AM;May 29, 2023 7:00 AM;4,283.25;2,068.50;2,272.00;8,321.50;3,146.75;126.25;0.00;3,481.50;1,330.75;2,166.00;1,387.75;2,072.75
May 29, 2023 7:00 AM;May 29, 2023 8:00 AM;4,298.25;2,065.25;2,401.25;6,080.75;9,597.00;124.50;0.00;3,455.75;1,583.25;2,092.00;1,174.75;2,056.00
May 29, 2023 8:00 AM;May 29, 2023 9:00 AM;4,241.25;2,066.00;2,558.25;4,415.75;18,449.25;120.00;0.00;3,462.50;1,812.00;2,022.50;833.00;2,071.25
May 29, 2023 9:00 AM;May 29, 2023 10:00 AM;4,200.50;2,068.75;2,362.75;3,593.25;26,914.25;118.00;0.00;3,450.25;1,726.00;1,930.25;466.00;2,047.50
May 29, 2023 10:00 AM;May 29, 2023 11:00 AM;4,117.75;2,071.50;1,578.50;3,716.75;33,019.00;116.50;0.00;3,450.75;1,691.75;1,915.00;188.50;2,029.75
May 29, 2023 11:00 AM;May 29, 2023 12:00 PM;4,070.00;2,027.75;1,449.50;3,721.75;36,430.50;113.75;0.00;3,424.25;1,684.25;1,929.50;166.00;2,056.25
May 29, 2023 12:00 PM;May 29, 2023 1:00 PM;4,016.75;1,642.75;1,129.25;3,558.75;37,950.00;113.00;0.00;3,176.25;1,464.75;1,906.75;84.50;2,033.75
May 29, 2023 1:00 PM;May 29, 2023 2:00 PM;3,988.50;1,598.50;856.75;3,841.00;37,765.00;111.75;0.00;3,178.00;1,290.50;1,928.00;93.75;2,056.00
May 29, 2023 2:00 PM;May 29, 2023 3:00 PM;3,958.00;1,574.25;698.75;3,932.00;35,495.75;111.25;0.00;3,166.25;1,273.00;1,935.50;5.50;2,045.25
May 29, 2023 3:00 PM;May 29, 2023 4:00 PM;3,972.75;1,517.75;1,244.50;4,530.50;32,183.75;111.00;0.00;3,169.50;1,266.50;1,937.00;0.50;2,023.00
May 29, 2023 4:00 PM;May 29, 2023 5:00 PM;3,994.75;1,647.50;2,407.00;7,146.50;28,112.00;106.50;0.00;3,174.50;1,282.50;1,918.25;6.00;2,020.00
May 29, 2023 5:00 PM;May 29, 2023 6:00 PM;4,050.00;2,065.00;2,648.75;9,556.00;21,418.25;115.50;0.00;3,390.75;1,326.00;1,978.50;95.25;1,996.75
May 29, 2023 6:00 PM;May 29, 2023 7:00 PM;4,171.75;2,093.50;4,181.75;12,349.25;12,962.75;113.25;0.00;3,441.50;1,375.00;2,207.75;312.25;2,004.00
May 29, 2023 7:00 PM;May 29, 2023 8:00 PM;4,324.25;2,096.00;4,258.50;13,503.75;5,497.00;122.50;0.00;3,643.25;1,350.25;3,154.25;643.75;1,973.50
May 29, 2023 8:00 PM;May 29, 2023 9:00 PM;4,413.25;2,176.75;4,219.50;13,385.50;1,490.00;122.50;0.00;3,861.00;1,323.00;3,552.00;1,353.00;1,792.75
May 29, 2023 9:00 PM;May 29, 2023 10:00 PM;4,418.50;2,172.25;4,298.75;14,474.25;71.75;123.75;0.00;4,030.00;1,422.50;3,874.75;1,270.00;1,765.50
May 29, 2023 10:00 PM;May 29, 2023 11:00 PM;4,345.50;2,173.50;4,508.00;14,727.25;3.25;114.75;0.00;3,946.75;1,466.00;3,599.75;1,695.00;1,777.75
May 29, 2023 11:00 PM;May 30, 2023 12:00 AM;4,218.75;2,093.25;4,646.00;14,349.50;3.00;114.25;0.00;3,713.00;1,368.25;3,637.25;863.00;1,808.50
May 30, 2023 12:00 AM;May 30, 2023 1:00 AM;4,064.50;1,969.75;4,277.50;13,285.50;3.00;116.00;0.00;3,735.25;1,313.75;3,603.00;625.25;1,812.75
May 30, 2023 1:00 AM;May 30, 2023 2:00 AM;4,024.50;2,032.00;3,890.25;11,563.00;3.00;115.75;0.00;3,523.50;1,288.50;3,889.25;759.25;1,806.50
May 30, 2023 2:00 AM;May 30, 2023 3:00 AM;4,017.75;1,961.75;3,723.50;10,190.50;3.00;115.25;0.00;3,484.25;1,263.75;3,502.00;600.00;1,735.00
May 30, 2023 3:00 AM;May 30, 2023 4:00 AM;4,024.00;2,088.50;3,633.25;9,225.75;3.00;115.50;0.00;3,490.00;1,272.50;3,928.50;578.75;1,673.75
May 30, 2023 4:00 AM;May 30, 2023 5:00 AM;4,069.25;2,097.75;3,635.00;8,784.00;5.50;118.00;0.00;3,678.25;1,275.00;4,830.50;433.25;1,673.25
May 30, 2023 5:00 AM;May 30, 2023 6:00 AM;4,158.25;2,129.00;2,936.50;8,435.00;395.25;117.50;0.00;4,087.50;1,289.25;5,707.25;360.00;1,687.75
May 30, 2023 6:00 AM;May 30, 2023 7:00 AM;4,353.00;2,276.50;2,270.25;7,601.75;2,951.25;125.50;0.00;5,010.75;1,362.00;6,570.25;2,352.75;1,719.75
May 30, 2023 7:00 AM;May 30, 2023 8:00 AM;4,493.50;2,439.75;1,915.25;5,521.25;8,282.50;132.00;0.00;5,275.50;1,173.75;6,972.25;5,115.75;1,753.00
May 30, 2023 8:00 AM;May 30, 2023 9:00 AM;4,490.75;2,254.50;1,641.00;3,594.75;15,897.00;130.25;0.00;5,181.75;1,196.25;7,007.25;4,435.50;1,714.25
May 30, 2023 9:00 AM;May 30, 2023 10:00 AM;4,355.00;2,231.00;1,283.00;2,816.00;24,107.25;124.00;0.00;4,707.50;1,114.75;6,394.00;1,746.50;1,697.50
May 30, 2023 10:00 AM;May 30, 2023 11:00 AM;4,147.50;2,115.00;1,240.25;2,655.50;30,796.50;110.75;0.00;3,978.50;1,095.50;4,793.50;821.25;1,680.75
May 30, 2023 11:00 AM;May 30, 2023 12:00 PM;4,072.25;2,100.75;1,052.00;3,079.25;35,350.00;107.25;0.00;3,759.75;1,151.50;3,680.50;715.00;1,670.00
May 30, 2023 12:00 PM;May 30, 2023 1:00 PM;4,014.25;1,965.00;790.25;3,479.25;36,845.50;109.25;0.00;3,765.00;1,296.75;3,134.75;196.75;1,676.00
May 30, 2023 1:00 PM;May 30, 2023 2:00 PM;4,004.00;2,022.00;641.50;3,822.25;36,438.00;108.25;0.00;3,754.50;1,302.50;3,029.00;301.00;1,685.00
May 30, 2023 2:00 PM;May 30, 2023 3:00 PM;3,998.25;2,100.50;420.25;4,239.50;34,998.00;110.50;0.00;3,746.75;1,429.25;3,059.25;400.00;1,699.25
May 30, 2023 3:00 PM;May 30, 2023 4:00 PM;4,018.00;2,067.50;396.25;4,642.25;31,890.50;116.75;0.00;3,719.25;1,488.75;3,317.75;358.75;1,699.75
May 30, 2023 4:00 PM;May 30, 2023 5:00 PM;4,067.75;2,156.75;360.50;5,125.25;27,114.25;119.00;0.00;3,923.50;1,571.75;3,973.00;654.75;1,694.25
May 30, 2023 5:00 PM;May 30, 2023 6:00 PM;4,169.50;2,128.25;240.75;5,736.50;20,730.00;123.25;0.00;4,321.50;1,782.00;5,216.25;823.25;1,701.75
May 30, 2023 6:00 PM;May 30, 2023 7:00 PM;4,395.25;2,309.75;223.00;6,350.75;12,650.00;123.00;0.00;5,516.75;2,229.25;8,090.75;2,009.00;1,695.00
May 30, 2023 7:00 PM;May 30, 2023 8:00 PM;4,502.00;2,343.50;196.50;6,916.25;5,393.25;123.50;0.00;5,861.50;2,474.25;9,538.75;4,174.50;1,703.25
May 30, 2023 8:00 PM;May 30, 2023 9:00 PM;4,528.25;2,357.00;182.50;7,291.00;1,410.00;122.50;0.00;5,921.50;2,508.50;9,693.25;5,514.00;1,710.75
May 30, 2023 9:00 PM;May 30, 2023 10:00 PM;4,491.50;2,308.50;231.75;9,248.75;57.50;124.75;0.00;5,966.75;2,338.25;9,896.25;4,671.25;1,731.00
May 30, 2023 10:00 PM;May 30, 2023 11:00 PM;4,324.00;2,182.75;298.25;11,606.25;3.00;125.00;0.00;5,666.75;1,750.50;9,089.00;2,827.25;1,722.50
May 30, 2023 11:00 PM;May 31, 2023 12:00 AM;4,198.50;2,180.75;354.75;12,627.50;3.00;125.75;0.00;5,484.00;1,229.50;7,461.25;1,454.75;1,721.25
May 31, 2023 12:00 AM;May 31, 2023 1:00 AM;4,081.00;2,119.75;281.50;12,650.50;3.00;127.00;0.00;5,252.75;1,086.00;6,635.25;343.00;1,727.00
May 31, 2023 1:00 AM;May 31, 2023 2:00 AM;4,022.50;2,121.50;319.00;11,836.25;3.00;127.50;0.00;4,954.50;1,007.75;6,560.25;277.25;1,714.25
May 31, 2023 2:00 AM;May 31, 2023 3:00 AM;4,000.50;2,105.50;421.00;10,614.75;3.00;128.00;0.00;4,816.00;998.75;6,425.50;167.25;1,715.25
May 31, 2023 3:00 AM;May 31, 2023 4:00 AM;4,000.75;2,095.25;564.75;9,497.75;3.00;129.00;0.00;5,139.00;994.50;6,535.75;411.75;1,695.50
May 31, 2023 4:00 AM;May 31, 2023 5:00 AM;4,036.50;2,122.50;674.00;8,668.25;6.00;131.00;0.00;5,195.25;1,008.50;6,722.75;600.50;1,716.00
May 31, 2023 5:00 AM;May 31, 2023 6:00 AM;4,142.25;2,161.00;929.25;7,821.50;392.75;136.50;0.00;5,603.00;1,085.25;6,743.75;900.50;1,724.75
May 31, 2023 6:00 AM;May 31, 2023 7:00 AM;4,385.50;2,469.00;1,288.25;6,629.50;3,053.25;131.25;0.00;6,127.50;1,289.75;7,043.75;2,852.75;1,695.50
May 31, 2023 7:00 AM;May 31, 2023 8:00 AM;4,463.75;2,521.25;1,526.00;4,559.50;9,705.50;130.00;0.00;6,141.00;1,435.50;7,050.00;2,613.75;1,666.25
May 31, 2023 8:00 AM;May 31, 2023 9:00 AM;4,402.75;2,228.00;1,672.75;2,778.25;18,817.00;126.75;0.00;5,553.75;1,335.25;6,804.75;1,635.00;1,638.00
May 31, 2023 9:00 AM;May 31, 2023 10:00 AM;4,218.75;2,228.50;1,868.25;2,847.50;27,769.50;121.75;0.00;4,867.75;1,269.75;5,658.00;478.25;1,608.50
May 31, 2023 10:00 AM;May 31, 2023 11:00 AM;4,096.25;2,201.50;1,925.00;3,793.75;34,573.75;119.75;0.00;3,963.50;1,264.25;3,875.50;309.50;1,570.00
May 31, 2023 11:00 AM;May 31, 2023 12:00 PM;4,018.50;2,175.00;2,036.50;5,007.25;39,173.75;118.50;0.00;3,661.75;1,277.50;3,027.75;59.75;1,611.25
May 31, 2023 12:00 PM;May 31, 2023 1:00 PM;3,948.25;2,293.00;2,095.50;5,476.50;41,245.75;118.50;0.00;3,634.25;1,281.50;2,966.25;14.25;1,616.50
May 31, 2023 1:00 PM;May 31, 2023 2:00 PM;3,951.00;2,217.25;2,265.00;6,360.75;41,215.75;118.50;0.00;3,441.50;1,319.50;2,722.25;18.75;1,648.00
May 31, 2023 2:00 PM;May 31, 2023 3:00 PM;3,928.00;2,136.50;2,473.25;7,033.50;39,492.75;116.25;0.00;3,434.00;1,323.00;2,626.75;13.75;1,675.50
May 31, 2023 3:00 PM;May 31, 2023 4:00 PM;3,946.00;2,144.25;2,769.50;7,800.00;35,733.50;113.00;0.00;3,387.50;1,333.25;2,651.25;120.00;1,740.25
May 31, 2023 4:00 PM;May 31, 2023 5:00 PM;4,025.50;2,283.00;3,105.75;8,813.50;30,011.50;115.25;0.00;3,356.00;1,336.00;2,846.50;333.75;1,744.50
May 31, 2023 5:00 PM;May 31, 2023 6:00 PM;4,136.25;2,135.25;3,419.75;9,319.25;22,179.25;115.00;0.00;3,450.00;1,374.50;4,241.25;716.00;1,740.00
May 31, 2023 6:00 PM;May 31, 2023 7:00 PM;4,324.00;2,226.00;3,519.00;9,751.25;12,995.00;116.50;0.00;4,936.25;1,470.00;5,753.75;1,927.25;1,765.25
May 31, 2023 7:00 PM;May 31, 2023 8:00 PM;4,477.75;2,274.25;3,508.75;9,993.50;5,382.25;118.50;0.00;5,739.50;1,553.50;6,966.25;2,497.25;1,735.50
May 31, 2023 8:00 PM;May 31, 2023 9:00 PM;4,510.00;2,459.25;3,774.50;9,822.25;1,470.25;120.00;0.00;5,894.25;1,571.25;6,962.25;4,156.75;1,707.25
May 31, 2023 9:00 PM;May 31, 2023 10:00 PM;4,466.75;2,466.00;4,037.25;11,425.25;72.50;121.50;0.00;5,821.75;1,505.75;7,010.00;4,355.00;1,717.00
May 31, 2023 10:00 PM;May 31, 2023 11:00 PM;4,368.50;2,288.75;4,579.00;12,630.75;2.25;123.50;0.00;5,563.75;1,371.50;6,842.25;3,282.00;1,725.75
May 31, 2023 11:00 PM;Jun 1, 2023 12:00 AM;4,241.75;2,201.50;4,678.50;13,120.25;2.00;122.50;0.00;5,148.75;1,146.00;6,338.00;1,261.75;1,708.25
Jun 1, 2023 12:00 AM;Jun 1, 2023 1:00 AM;4,083.75;2,116.25;4,291.25;12,348.25;2.25;123.50;0.00;4,675.25;1,034.25;5,940.00;257.75;1,666.50
Jun 1, 2023 1:00 AM;Jun 1, 2023 2:00 AM;4,031.25;2,124.00;4,147.75;11,713.50;2.25;124.75;0.00;4,408.75;1,081.50;5,795.50;190.75;1,639.50
Jun 1, 2023 2:00 AM;Jun 1, 2023 3:00 AM;3,992.50;2,142.50;3,777.75;11,304.75;2.25;125.25;0.00;4,517.50;1,073.50;5,846.25;111.25;1,657.50
Jun 1, 2023 3:00 AM;Jun 1, 2023 4:00 AM;3,989.50;2,148.00;3,704.25;11,178.50;2.75;124.75;0.00;4,420.25;1,064.50;5,635.25;104.00;1,686.00
Jun 1, 2023 4:00 AM;Jun 1, 2023 5:00 AM;4,021.50;2,265.50;4,167.00;10,648.50;5.50;126.25;0.00;4,345.00;1,065.25;5,753.75;94.75;1,699.50
Jun 1, 2023 5:00 AM;Jun 1, 2023 6:00 AM;4,123.50;2,166.75;4,540.00;10,296.25;372.00;129.00;0.00;4,493.75;1,195.75;6,476.75;129.75;1,663.50
Jun 1, 2023 6:00 AM;Jun 1, 2023 7:00 AM;4,351.25;2,273.50;4,093.50;9,786.50;2,709.00;128.25;0.00;5,021.75;1,309.00;6,835.50;1,205.75;1,581.75
Jun 1, 2023 7:00 AM;Jun 1, 2023 8:00 AM;4,440.75;2,456.75;3,201.25;8,954.50;7,719.25;126.00;0.00;5,107.00;1,483.25;7,283.00;3,518.50;1,592.50
Jun 1, 2023 8:00 AM;Jun 1, 2023 9:00 AM;4,418.00;2,303.25;2,444.00;7,410.25;14,638.50;120.75;0.00;5,294.00;1,920.50;7,309.75;3,319.75;1,624.25
Jun 1, 2023 9:00 AM;Jun 1, 2023 10:00 AM;4,268.00;2,428.25;1,969.00;7,402.50;22,170.50;118.50;0.00;4,881.50;2,509.00;7,165.00;1,108.50;1,654.75
Jun 1, 2023 10:00 AM;Jun 1, 2023 11:00 AM;4,129.50;2,274.25;1,422.00;7,920.75;28,670.50;113.75;0.00;4,387.75;2,772.75;6,088.50;479.75;1,661.75
Jun 1, 2023 11:00 AM;Jun 1, 2023 12:00 PM;4,062.25;2,372.00;1,386.75;8,255.25;33,043.25;111.25;0.00;3,661.25;2,859.25;5,078.75;680.50;1,647.75
Jun 1, 2023 12:00 PM;Jun 1, 2023 1:00 PM;4,013.50;2,420.75;1,105.00;8,197.00;35,816.25;113.25;0.00;3,276.25;2,885.25;4,920.25;345.50;1,664.50
Jun 1, 2023 1:00 PM;Jun 1, 2023 2:00 PM;3,985.25;2,407.75;1,615.75;8,277.25;36,567.00;113.00;0.00;3,240.00;2,938.25;4,598.50;427.25;1,652.50
Jun 1, 2023 2:00 PM;Jun 1, 2023 3:00 PM;3,995.75;2,302.00;874.25;8,815.75;35,617.50;114.75;0.00;3,032.75;3,090.25;4,441.00;181.50;1,574.75
Jun 1, 2023 3:00 PM;Jun 1, 2023 4:00 PM;4,005.50;2,117.25;1,268.25;9,591.75;32,669.25;116.50;0.00;2,906.00;3,102.75;4,071.25;142.00;1,539.50
Jun 1, 2023 4:00 PM;Jun 1, 2023 5:00 PM;4,059.25;2,242.25;1,632.00;10,389.50;27,447.25;116.75;0.00;3,600.00;3,245.50;4,865.25;308.00;1,559.00
Jun 1, 2023 5:00 PM;Jun 1, 2023 6:00 PM;4,148.50;2,294.50;3,011.75;11,384.25;20,216.00;116.50;0.00;3,703.75;3,346.00;5,420.25;398.75;1,550.50
Jun 1, 2023 6:00 PM;Jun 1, 2023 7:00 PM;4,341.25;2,232.50;3,353.25;12,064.00;11,991.00;126.00;0.00;4,412.00;3,167.25;6,933.75;1,208.50;1,579.25
Jun 1, 2023 7:00 PM;Jun 1, 2023 8:00 PM;4,485.25;2,219.75;3,754.75;12,780.00;5,236.50;133.00;0.00;4,821.75;3,082.75;7,732.50;2,252.75;1,587.50
Jun 1, 2023 8:00 PM;Jun 1, 2023 9:00 PM;4,513.75;2,221.75;4,076.75;12,760.00;1,509.00;127.75;0.00;5,006.50;2,891.75;6,938.50;3,370.00;1,622.00
Jun 1, 2023 9:00 PM;Jun 1, 2023 10:00 PM;4,516.75;2,430.50;4,740.75;12,649.25;69.25;134.50;0.00;5,209.75;2,062.00;6,946.25;4,692.50;1,625.75
Jun 1, 2023 10:00 PM;Jun 1, 2023 11:00 PM;4,411.75;2,354.00;5,491.25;12,216.75;3.00;137.00;0.00;5,115.50;1,658.00;6,845.50;2,976.25;1,552.25
Jun 1, 2023 11:00 PM;Jun 2, 2023 12:00 AM;4,219.00;2,164.75;5,201.00;11,624.50;2.25;129.75;0.00;4,459.25;1,564.00;6,627.00;894.50;1,579.50
Jun 2, 2023 12:00 AM;Jun 2, 2023 1:00 AM;4,087.00;2,102.75;5,197.25;10,654.25;2.50;132.25;0.00;4,355.75;1,621.75;5,820.25;508.00;1,605.25
Jun 2, 2023 1:00 AM;Jun 2, 2023 2:00 AM;4,039.50;2,228.50;4,625.00;9,651.25;2.00;126.00;0.00;4,174.00;1,402.00;5,474.25;48.25;1,566.75
Jun 2, 2023 2:00 AM;Jun 2, 2023 3:00 AM;4,008.50;2,196.75;4,192.75;8,892.25;2.00;125.00;0.00;4,170.25;1,258.25;5,292.50;97.00;1,579.50
Jun 2, 2023 3:00 AM;Jun 2, 2023 4:00 AM;4,025.00;2,170.50;3,475.25;8,129.75;2.25;125.25;0.00;4,219.25;1,308.50;5,512.00;293.00;1,596.75
Jun 2, 2023 4:00 AM;Jun 2, 2023 5:00 AM;4,059.50;2,180.75;3,028.75;7,685.50;4.75;130.25;0.00;4,343.00;1,251.25;5,665.75;343.25;1,593.25
Jun 2, 2023 5:00 AM;Jun 2, 2023 6:00 AM;4,188.75;2,162.75;2,720.50;6,982.25;385.75;135.75;0.00;4,901.00;1,270.00;5,958.25;217.00;1,608.25
Jun 2, 2023 6:00 AM;Jun 2, 2023 7:00 AM;4,449.50;2,459.25;2,195.50;6,089.75;2,721.75;142.00;0.00;5,277.25;1,452.00;6,484.50;3,025.00;1,605.50
Jun 2, 2023 7:00 AM;Jun 2, 2023 8:00 AM;4,519.50;2,613.50;1,723.25;4,688.25;7,587.00;145.75;0.00;5,292.00;1,446.00;6,675.00;4,876.00;1,617.25
Jun 2, 2023 8:00 AM;Jun 2, 2023 9:00 AM;4,488.25;2,482.75;1,398.75;4,103.75;14,463.00;142.50;0.00;5,266.75;1,284.25;6,645.00;2,895.25;1,611.00
Jun 2, 2023 9:00 AM;Jun 2, 2023 10:00 AM;4,294.25;2,342.50;1,294.50;4,252.50;22,133.50;142.75;0.00;4,782.50;1,150.50;5,669.50;797.00;1,607.75
Jun 2, 2023 10:00 AM;Jun 2, 2023 11:00 AM;4,128.00;2,281.25;1,174.25;4,765.50;29,232.00;135.25;0.00;4,153.75;1,078.25;3,819.00;348.75;1,545.75
Jun 2, 2023 11:00 AM;Jun 2, 2023 12:00 PM;4,083.75;2,229.50;989.00;5,388.00;34,251.25;126.50;0.00;3,569.75;1,128.50;2,997.50;394.50;1,566.25
Jun 2, 2023 12:00 PM;Jun 2, 2023 1:00 PM;4,063.00;2,298.75;817.00;6,043.00;36,398.75;124.25;0.00;3,614.00;1,120.00;2,648.00;283.25;1,530.25
Jun 2, 2023 1:00 PM;Jun 2, 2023 2:00 PM;4,049.25;2,216.25;619.50;6,660.75;36,522.50;123.50;0.00;3,539.00;1,097.75;2,518.25;4.75;1,516.25
Jun 2, 2023 2:00 PM;Jun 2, 2023 3:00 PM;4,032.25;2,228.75;562.00;7,027.25;35,010.25;119.75;0.00;3,470.50;1,095.50;2,431.00;16.25;1,536.75
Jun 2, 2023 3:00 PM;Jun 2, 2023 4:00 PM;4,035.00;2,217.50;675.00;7,428.00;32,004.75;121.25;0.00;3,442.25;1,104.00;2,578.75;218.25;1,523.75
Jun 2, 2023 4:00 PM;Jun 2, 2023 5:00 PM;4,097.25;2,167.75;926.50;7,846.25;27,044.75;121.00;0.00;3,776.50;1,154.75;3,028.25;82.50;1,517.25
Jun 2, 2023 5:00 PM;Jun 2, 2023 6:00 PM;4,197.00;2,237.25;1,273.25;8,418.75;20,450.75;121.00;0.00;3,954.00;1,198.00;4,370.00;256.50;1,542.25
Jun 2, 2023 6:00 PM;Jun 2, 2023 7:00 PM;4,396.25;2,300.75;1,540.50;9,263.25;12,598.75;120.75;0.00;4,446.25;1,232.50;5,365.25;999.25;1,499.25
Jun 2, 2023 7:00 PM;Jun 2, 2023 8:00 PM;4,545.00;2,415.00;1,785.00;10,435.50;5,579.50;119.50;0.00;5,206.75;1,298.25;5,320.25;3,190.25;1,483.50
Jun 2, 2023 8:00 PM;Jun 2, 2023 9:00 PM;4,564.50;2,464.75;1,912.00;10,685.50;1,579.25;120.50;0.00;5,179.25;1,347.75;5,191.75;5,137.75;1,514.25
Jun 2, 2023 9:00 PM;Jun 2, 2023 10:00 PM;4,523.75;2,437.50;1,889.00;12,606.00;87.50;122.00;0.00;5,210.75;1,280.50;5,115.75;4,189.50;1,483.50
Jun 2, 2023 10:00 PM;Jun 2, 2023 11:00 PM;4,378.75;2,291.25;1,593.75;15,446.00;5.00;123.50;0.00;5,029.25;1,175.25;5,044.25;2,556.25;1,506.25
Jun 2, 2023 11:00 PM;Jun 3, 2023 12:00 AM;4,234.00;2,227.50;1,116.00;16,959.75;3.25;120.00;0.00;4,600.75;1,090.50;4,902.75;972.25;1,522.75
Jun 3, 2023 12:00 AM;Jun 3, 2023 1:00 AM;4,137.75;2,121.00;724.00;16,619.50;3.25;123.25;0.00;4,171.75;1,126.25;4,422.25;687.25;1,536.25
Jun 3, 2023 1:00 AM;Jun 3, 2023 2:00 AM;4,110.00;2,096.75;494.50;15,335.00;3.75;125.25;0.00;4,525.00;1,098.25;3,956.75;871.25;1,507.75
Jun 3, 2023 2:00 AM;Jun 3, 2023 3:00 AM;4,086.00;2,163.75;382.00;13,860.00;4.00;126.75;0.00;4,618.25;1,094.00;3,927.25;504.25;1,525.25
Jun 3, 2023 3:00 AM;Jun 3, 2023 4:00 AM;4,033.50;2,137.25;329.00;12,647.50;3.75;127.25;0.00;4,628.75;1,053.25;3,846.25;303.00;1,509.25
Jun 3, 2023 4:00 AM;Jun 3, 2023 5:00 AM;4,031.25;2,103.75;308.00;11,441.00;8.00;127.75;0.00;4,467.00;1,070.50;3,919.50;428.25;1,557.50
Jun 3, 2023 5:00 AM;Jun 3, 2023 6:00 AM;4,103.25;2,103.50;279.75;10,543.25;473.25;126.75;0.00;4,471.50;1,083.25;3,899.75;531.00;1,496.25
