Start date;End date;Biomass [MWh] Calculated resolutions;Hydropower [MWh] Calculated resolutions;Wind offshore [MWh] Calculated resolutions;Wind onshore [MWh] Calculated resolutions;Photovoltaics [MWh] Calculated resolutions;Other renewable [MWh] Calculated resolutions;Nuclear [MWh] Calculated resolutions;Lignite [MWh] Calculated resolutions;Hard coal [MWh] Calculated resolutions;Fossil gas [MWh] Calculated resolutions;Hydro pumped storage [MWh] Calculated resolutions;Other conventional [MWh] Calculated resolutions
Jan 1, 2023 12:00 AM;Jan 1, 2023 1:00 AM;4,014.25;1,275.25;3,059.25;28,947.25;1.75;116.50;2,459.50;3,859.25;2,067.50;1,593.75;125.25;1,880.00
Jan 1, 2023 1:00 AM;Jan 1, 2023 2:00 AM;3,993.25;1,226.50;3,586.00;29,587.50;2.00;117.50;2,458.75;3,866.50;2,052.00;1,437.00;302.50;1,847.50
Jan 1, 2023 2:00 AM;Jan 1, 2023 3:00 AM;3,967.25;1,222.50;3,842.25;29,514.75;1.75;117.50;2,459.75;3,860.25;2,034.25;1,435.00;141.50;1,782.75
Jan 1, 2023 3:00 AM;Jan 1, 2023 4:00 AM;3,973.00;1,223.25;3,463.25;27,493.50;2.00;117.00;2,460.50;3,864.75;2,037.00;1,432.50;96.25;1,791.00
Jan 1, 2023 4:00 AM;Jan 1, 2023 5:00 AM;3,996.50;1,244.00;3,462.25;26,939.00;2.25;117.00;2,461.00;3,841.00;2,040.25;1,430.75;188.25;1,819.00
Jan 1, 2023 5:00 AM;Jan 1, 2023 6:00 AM;4,018.00;1,226.75;3,340.00;27,359.75;2.50;116.50;2,465.25;3,804.00;2,036.50;1,426.00;143.50;1,810.50
Jan 1, 2023 6:00 AM;Jan 1, 2023 7:00 AM;4,058.25;1,223.25;3,268.50;27,324.50;2.00;115.75;2,464.25;3,801.50;2,033.00;1,428.00;94.50;1,815.25
Jan 1, 2023 7:00 AM;Jan 1, 2023 8:00 AM;4,116.75;1,285.75;3,479.75;27,718.00;2.25;116.00;2,464.25;3,830.50;2,031.00;1,426.75;176.00;1,826.75
Jan 1, 2023 8:00 AM;Jan 1, 2023 9:00 AM;4,170.50;1,224.75;3,117.50;26,940.50;506.75;115.50;2,462.75;3,788.75;2,037.25;1,426.25;87.00;1,839.00
Jan 1, 2023 9:00 AM;Jan 1, 2023 10:00 AM;4,199.25;1,232.00;3,467.75;25,664.75;3,320.75;114.25;2,466.25;3,786.50;2,028.00;1,424.25;55.25;1,818.00
Jan 1, 2023 10:00 AM;Jan 1, 2023 11:00 AM;4,212.75;1,361.25;3,396.25;24,434.25;6,353.25;114.00;2,464.00;3,808.25;1,997.50;1,420.50;216.00;1,774.00
Jan 1, 2023 11:00 AM;Jan 1, 2023 12:00 PM;4,215.00;1,310.00;3,599.50;23,419.50;8,440.75;114.00;2,461.75;3,824.75;2,005.25;1,423.25;191.25;1,789.75
Jan 1, 2023 12:00 PM;Jan 1, 2023 1:00 PM;4,173.00;1,268.00;3,628.25;21,823.50;8,854.50;116.00;2,458.50;3,834.25;2,021.00;1,427.50;487.25;1,800.75
Jan 1, 2023 1:00 PM;Jan 1, 2023 2:00 PM;4,168.50;1,245.50;4,063.75;20,563.50;7,771.75;116.50;2,456.00;4,018.75;2,046.50;1,425.25;286.00;1,830.50
Jan 1, 2023 2:00 PM;Jan 1, 2023 3:00 PM;4,144.00;1,253.50;6,562.00;20,704.75;4,975.25;116.25;2,453.75;4,070.25;2,048.00;1,427.00;558.75;1,838.00
Jan 1, 2023 3:00 PM;Jan 1, 2023 4:00 PM;4,262.00;1,219.25;6,701.00;22,292.00;1,786.50;117.25;2,449.50;4,097.50;2,081.50;1,428.00;899.50;1,870.25
Jan 1, 2023 4:00 PM;Jan 1, 2023 5:00 PM;4,368.00;1,261.75;6,658.75;20,976.75;105.25;117.25;2,452.00;4,283.75;2,450.25;1,529.50;2,176.75;1,825.50
Jan 1, 2023 5:00 PM;Jan 1, 2023 6:00 PM;4,458.25;1,249.50;6,555.00;19,934.75;3.25;118.00;2,456.75;4,290.75;2,237.75;1,506.50;2,839.50;1,839.25
Jan 1, 2023 6:00 PM;Jan 1, 2023 7:00 PM;4,454.25;1,213.25;6,180.00;19,641.50;2.00;119.50;2,457.25;4,602.00;2,361.75;1,571.50;3,054.50;1,863.50
Jan 1, 2023 7:00 PM;Jan 1, 2023 8:00 PM;4,413.75;1,215.00;6,006.25;19,284.00;2.00;122.75;2,458.75;4,513.25;2,377.50;1,550.50;2,418.00;1,827.75
Jan 1, 2023 8:00 PM;Jan 1, 2023 9:00 PM;4,341.50;1,195.50;5,592.75;19,647.00;2.25;120.75;2,462.25;4,456.00;2,196.50;1,578.00;1,269.00;1,882.75
Jan 1, 2023 9:00 PM;Jan 1, 2023 10:00 PM;4,269.50;1,175.75;6,097.00;19,479.50;2.50;121.00;2,461.75;4,518.50;1,913.25;1,547.50;1,123.25;1,820.50
Jan 1, 2023 10:00 PM;Jan 1, 2023 11:00 PM;4,195.25;1,206.00;5,142.00;18,492.00;2.25;121.25;2,461.50;4,530.00;1,897.25;1,567.25;1,212.25;1,813.75
Jan 1, 2023 11:00 PM;Jan 2, 2023 12:00 AM;4,110.50;1,173.50;4,729.25;18,205.25;2.25;121.00;2,460.50;4,601.00;1,865.75;1,569.25;457.50;1,848.50
Jan 2, 2023 12:00 AM;Jan 2, 2023 1:00 AM;4,007.50;1,244.50;2,881.00;18,685.00;2.00;121.00;2,462.75;4,722.00;1,982.75;1,630.50;92.75;1,830.50
Jan 2, 2023 1:00 AM;Jan 2, 2023 2:00 AM;3,991.50;1,202.75;1,745.25;19,209.00;2.00;121.75;2,461.25;4,752.25;1,969.75;1,597.00;114.50;1,791.25
Jan 2, 2023 2:00 AM;Jan 2, 2023 3:00 AM;3,972.75;1,236.25;1,183.75;21,082.00;2.25;122.75;2,461.00;4,768.75;2,011.00;1,619.25;91.75;1,801.25
Jan 2, 2023 3:00 AM;Jan 2, 2023 4:00 AM;3,979.25;1,246.00;851.00;22,729.00;2.00;123.75;2,460.50;4,813.50;2,019.25;1,616.50;115.50;1,842.25
Jan 2, 2023 4:00 AM;Jan 2, 2023 5:00 AM;4,029.50;1,253.00;682.00;24,707.75;2.25;123.50;2,459.25;5,608.25;2,053.75;1,639.25;97.00;1,829.50
Jan 2, 2023 5:00 AM;Jan 2, 2023 6:00 AM;4,092.25;1,263.00;858.50;25,836.50;2.00;124.25;2,459.50;6,319.50;2,145.50;1,697.25;139.00;1,790.50
Jan 2, 2023 6:00 AM;Jan 2, 2023 7:00 AM;4,179.75;1,206.00;1,174.25;27,709.00;2.25;124.00;2,459.50;8,034.25;2,383.50;1,882.50;830.75;1,818.25
Jan 2, 2023 7:00 AM;Jan 2, 2023 8:00 AM;4,321.00;1,221.00;1,299.75;29,087.25;2.25;123.50;2,462.25;10,114.25;2,691.25;2,015.75;464.00;1,842.00
Jan 2, 2023 8:00 AM;Jan 2, 2023 9:00 AM;4,421.00;1,200.50;1,746.75;30,398.00;425.00;122.00;2,461.75;10,793.25;2,919.75;2,082.50;550.50;1,861.75
Jan 2, 2023 9:00 AM;Jan 2, 2023 10:00 AM;4,466.50;1,217.75;1,978.25;30,280.50;2,681.00;120.50;2,463.00;11,788.00;3,211.50;2,200.25;899.25;1,852.50
Jan 2, 2023 10:00 AM;Jan 2, 2023 11:00 AM;4,468.50;1,303.75;2,289.75;28,438.50;5,208.25;123.00;2,463.00;12,474.25;3,457.50;2,366.75;1,583.50;1,865.25
Jan 2, 2023 11:00 AM;Jan 2, 2023 12:00 PM;4,437.75;1,293.25;3,031.75;27,209.75;6,966.25;126.75;2,465.00;12,563.25;3,698.00;2,474.75;1,490.00;1,854.50
Jan 2, 2023 12:00 PM;Jan 2, 2023 1:00 PM;4,388.00;1,300.75;3,315.75;26,736.50;7,200.50;119.75;2,463.00;12,670.50;3,398.50;2,244.00;765.75;1,873.25
Jan 2, 2023 1:00 PM;Jan 2, 2023 2:00 PM;4,373.75;1,307.25;4,467.50;25,703.50;5,663.25;118.00;2,459.25;13,115.50;3,505.75;2,140.75;325.50;1,926.25
Jan 2, 2023 2:00 PM;Jan 2, 2023 3:00 PM;4,386.00;1,207.75;5,731.25;24,734.25;3,211.25;122.75;2,458.00;13,232.00;3,761.25;2,414.25;534.50;1,926.75
Jan 2, 2023 3:00 PM;Jan 2, 2023 4:00 PM;4,457.75;1,198.00;5,931.25;23,449.00;969.00;129.00;2,459.00;13,383.75;3,849.50;2,480.00;774.25;1,925.75
Jan 2, 2023 4:00 PM;Jan 2, 2023 5:00 PM;4,600.25;1,218.25;6,211.75;22,649.25;47.00;130.50;2,458.00;13,392.50;3,971.25;2,539.50;1,860.00;1,966.00
Jan 2, 2023 5:00 PM;Jan 2, 2023 6:00 PM;4,692.25;1,225.25;6,376.25;22,696.00;4.00;129.75;2,456.25;13,396.00;4,163.75;2,730.50;5,175.00;1,914.00
Jan 2, 2023 6:00 PM;Jan 2, 2023 7:00 PM;4,706.75;1,238.00;6,132.75;23,333.00;2.25;125.50;2,455.25;13,392.00;4,272.50;2,721.50;5,212.50;1,843.50
Jan 2, 2023 7:00 PM;Jan 2, 2023 8:00 PM;4,658.25;1,277.25;6,057.75;22,960.25;1.75;128.25;2,457.00;13,421.75;4,365.25;2,788.25;3,826.75;1,880.75
Jan 2, 2023 8:00 PM;Jan 2, 2023 9:00 PM;4,517.50;1,241.25;5,847.50;22,263.00;2.00;125.50;2,457.50;13,416.50;4,235.50;2,697.00;895.50;1,844.50
Jan 2, 2023 9:00 PM;Jan 2, 2023 10:00 PM;4,371.50;1,257.25;5,545.75;21,364.25;2.00;127.00;2,456.75;13,416.75;3,837.50;2,590.00;311.25;1,857.00
Jan 2, 2023 10:00 PM;Jan 2, 2023 11:00 PM;4,265.25;1,272.00;5,237.75;20,302.75;2.00;129.75;2,458.25;13,498.50;3,638.75;2,555.50;198.25;1,867.25
Jan 2, 2023 11:00 PM;Jan 3, 2023 12:00 AM;4,246.75;1,285.50;4,888.00;19,740.00;1.75;130.50;2,458.75;13,397.00;3,287.50;2,457.75;94.25;1,861.50
Jan 3, 2023 12:00 AM;Jan 3, 2023 1:00 AM;4,165.25;1,273.00;4,406.00;19,016.75;1.25;125.00;2,457.75;12,886.00;3,425.25;2,235.00;63.25;1,961.00
Jan 3, 2023 1:00 AM;Jan 3, 2023 2:00 AM;4,149.50;1,279.00;4,227.50;18,023.00;1.50;131.50;2,457.75;12,811.75;3,444.50;2,204.00;81.25;1,931.00
Jan 3, 2023 2:00 AM;Jan 3, 2023 3:00 AM;4,133.75;1,340.25;4,113.25;16,657.00;2.00;125.00;2,461.25;12,572.75;3,364.75;2,019.00;145.75;1,955.75
Jan 3, 2023 3:00 AM;Jan 3, 2023 4:00 AM;4,122.00;1,297.00;3,952.25;15,362.00;2.00;123.75;2,461.50;12,695.00;3,387.50;2,057.50;111.50;1,884.50
Jan 3, 2023 4:00 AM;Jan 3, 2023 5:00 AM;4,153.50;1,278.50;3,842.50;14,087.25;2.00;128.25;2,464.25;12,810.75;3,707.50;2,133.00;94.00;1,861.50
Jan 3, 2023 5:00 AM;Jan 3, 2023 6:00 AM;4,195.50;1,303.25;3,441.25;13,028.25;2.00;131.00;2,464.50;12,826.50;4,610.50;2,326.75;99.00;1,859.75
Jan 3, 2023 6:00 AM;Jan 3, 2023 7:00 AM;4,291.50;1,290.00;3,084.00;12,455.50;2.00;139.00;2,464.25;12,920.50;6,500.25;3,162.75;782.75;1,887.50
Jan 3, 2023 7:00 AM;Jan 3, 2023 8:00 AM;4,505.50;1,308.25;2,641.75;12,124.25;2.50;148.25;2,463.25;13,133.25;7,723.75;3,619.00;3,105.75;1,915.25
Jan 3, 2023 8:00 AM;Jan 3, 2023 9:00 AM;4,611.75;1,271.75;2,503.00;11,666.75;230.25;147.00;2,462.75;13,521.25;8,442.75;3,712.00;3,880.50;1,910.75
Jan 3, 2023 9:00 AM;Jan 3, 2023 10:00 AM;4,590.25;1,273.50;2,955.50;10,699.25;2,430.25;146.00;2,466.00;13,519.25;8,867.00;3,716.50;4,358.25;1,928.25
Jan 3, 2023 10:00 AM;Jan 3, 2023 11:00 AM;4,552.25;1,272.50;3,615.00;9,269.25;5,867.75;146.50;2,464.50;13,547.00;8,981.00;3,697.75;2,615.25;1,914.25
Jan 3, 2023 11:00 AM;Jan 3, 2023 12:00 PM;4,485.75;1,275.00;4,054.25;7,613.00;9,214.75;147.50;2,464.50;13,457.75;9,032.00;3,671.00;3,354.25;1,898.50
Jan 3, 2023 12:00 PM;Jan 3, 2023 1:00 PM;4,417.50;1,271.75;3,626.00;7,302.75;10,080.50;147.50;2,461.75;13,468.75;8,907.00;3,624.25;1,741.00;1,880.50
Jan 3, 2023 1:00 PM;Jan 3, 2023 2:00 PM;4,437.75;1,279.00;3,757.25;7,468.75;8,349.50;148.00;2,458.50;13,500.00;8,738.75;3,677.75;1,686.75;1,895.50
Jan 3, 2023 2:00 PM;Jan 3, 2023 3:00 PM;4,500.50;1,348.50;4,319.75;7,146.50;5,420.50;151.25;2,458.00;13,638.25;8,645.25;3,693.00;2,023.50;1,899.25
Jan 3, 2023 3:00 PM;Jan 3, 2023 4:00 PM;4,610.00;1,381.75;4,756.75;7,143.00;2,005.00;151.50;2,457.50;13,714.50;8,462.75;3,761.75;3,024.25;1,927.50
Jan 3, 2023 4:00 PM;Jan 3, 2023 5:00 PM;4,727.50;1,478.50;4,747.25;8,412.50;120.25;152.50;2,457.00;13,747.00;8,310.75;3,866.00;4,172.00;1,915.25
Jan 3, 2023 5:00 PM;Jan 3, 2023 6:00 PM;4,775.00;1,792.50;5,278.50;10,831.00;4.00;152.75;2,458.00;13,835.25;8,180.25;4,237.75;6,944.00;1,933.50
Jan 3, 2023 6:00 PM;Jan 3, 2023 7:00 PM;4,756.25;1,420.50;5,847.00;13,248.50;2.25;154.75;2,458.50;13,705.50;8,142.25;4,173.50;4,439.75;1,864.00
Jan 3, 2023 7:00 PM;Jan 3, 2023 8:00 PM;4,663.00;1,316.00;5,840.00;16,349.00;2.00;156.00;2,459.00;13,745.25;7,992.25;3,780.50;1,114.75;1,664.75
Jan 3, 2023 8:00 PM;Jan 3, 2023 9:00 PM;4,527.25;1,353.25;5,639.25;19,731.00;2.00;154.75;2,458.75;13,676.75;7,338.50;3,511.25;798.50;1,566.75
Jan 3, 2023 9:00 PM;Jan 3, 2023 10:00 PM;4,395.75;1,310.25;5,250.25;22,366.25;2.00;153.00;2,460.25;13,486.25;5,312.00;3,182.00;209.50;1,564.75
Jan 3, 2023 10:00 PM;Jan 3, 2023 11:00 PM;4,277.00;1,335.50;5,121.75;23,704.25;2.25;143.75;2,460.75;13,141.75;3,885.00;2,641.25;409.00;1,560.50
Jan 3, 2023 11:00 PM;Jan 4, 2023 12:00 AM;4,218.75;1,366.00;4,875.50;25,848.75;2.25;129.75;2,457.75;9,961.00;4,063.50;2,340.50;687.50;1,538.00
Jan 4, 2023 12:00 AM;Jan 4, 2023 1:00 AM;4,163.75;1,326.00;5,069.00;27,674.50;2.00;121.75;2,455.50;6,270.50;4,051.75;2,215.75;64.75;1,535.75
Jan 4, 2023 1:00 AM;Jan 4, 2023 2:00 AM;4,148.25;1,317.50;5,221.25;29,602.75;2.00;121.75;2,454.75;5,455.25;3,945.00;2,039.25;117.50;1,478.25
Jan 4, 2023 2:00 AM;Jan 4, 2023 3:00 AM;4,115.50;1,307.50;5,395.75;30,023.00;2.25;121.00;2,454.50;5,248.50;4,161.75;2,079.50;128.25;1,470.75
Jan 4, 2023 3:00 AM;Jan 4, 2023 4:00 AM;4,098.00;1,298.00;5,439.50;29,195.25;2.00;120.50;2,457.00;4,981.25;4,287.25;1,990.25;132.25;1,476.75
Jan 4, 2023 4:00 AM;Jan 4, 2023 5:00 AM;4,114.75;1,293.25;5,639.75;29,875.50;2.00;121.00;2,456.50;4,933.50;4,211.75;1,988.75;138.00;1,461.25
Jan 4, 2023 5:00 AM;Jan 4, 2023 6:00 AM;4,145.00;1,282.25;5,790.50;33,901.75;3.00;121.25;2,454.00;4,963.25;4,485.25;2,015.75;164.25;1,454.00
Jan 4, 2023 6:00 AM;Jan 4, 2023 7:00 AM;4,231.25;1,352.50;5,534.75;40,089.75;2.75;119.25;2,448.75;4,983.75;4,906.50;2,096.50;239.50;1,477.75
Jan 4, 2023 7:00 AM;Jan 4, 2023 8:00 AM;4,402.25;1,345.00;5,581.00;41,958.00;3.00;118.75;2,446.25;5,108.75;5,317.00;2,158.25;424.25;1,445.75
Jan 4, 2023 8:00 AM;Jan 4, 2023 9:00 AM;4,563.25;1,344.25;5,291.75;42,594.75;272.75;117.75;2,444.50;5,171.50;5,902.25;2,212.50;2,321.00;1,448.50
Jan 4, 2023 9:00 AM;Jan 4, 2023 10:00 AM;4,556.50;1,360.50;5,014.25;43,152.25;1,352.00;117.75;2,439.25;5,257.50;6,103.75;2,189.50;2,412.50;1,469.75
Jan 4, 2023 10:00 AM;Jan 4, 2023 11:00 AM;4,514.00;1,348.25;4,914.75;43,508.75;2,285.50;118.25;2,436.50;5,103.75;6,035.00;2,207.25;1,000.75;1,453.25
Jan 4, 2023 11:00 AM;Jan 4, 2023 12:00 PM;4,480.75;1,409.25;4,762.25;43,720.75;2,445.25;119.25;2,435.25;5,098.75;5,798.50;2,242.00;2,274.25;1,466.25
Jan 4, 2023 12:00 PM;Jan 4, 2023 1:00 PM;4,428.75;1,298.75;5,157.00;43,989.25;2,312.25;119.00;2,428.25;5,096.25;5,451.00;2,183.25;2,276.75;1,440.50
Jan 4, 2023 1:00 PM;Jan 4, 2023 2:00 PM;4,469.25;1,272.75;5,321.75;44,160.50;2,037.75;120.25;2,424.00;5,075.00;5,077.00;2,183.50;618.00;1,440.75
Jan 4, 2023 2:00 PM;Jan 4, 2023 3:00 PM;4,457.00;1,331.75;5,317.25;43,994.75;1,472.25;122.00;2,425.00;5,079.75;4,805.00;2,183.00;435.75;1,485.25
Jan 4, 2023 3:00 PM;Jan 4, 2023 4:00 PM;4,470.75;1,318.25;5,323.50;44,156.75;578.25;120.75;2,424.75;5,198.75;4,622.00;2,184.00;843.75;1,490.00
Jan 4, 2023 4:00 PM;Jan 4, 2023 5:00 PM;4,598.00;1,315.00;5,176.25;43,941.25;33.00;121.25;2,423.00;4,993.25;5,104.00;2,245.00;2,035.75;1,457.50
Jan 4, 2023 5:00 PM;Jan 4, 2023 6:00 PM;4,691.75;1,282.25;4,973.25;44,632.00;2.50;122.00;2,418.25;4,920.50;5,926.25;2,311.00;4,322.25;1,467.25
Jan 4, 2023 6:00 PM;Jan 4, 2023 7:00 PM;4,684.75;1,273.00;5,030.00;44,472.25;2.00;121.75;2,418.00;4,927.75;5,978.25;2,385.00;1,980.00;1,496.00
Jan 4, 2023 7:00 PM;Jan 4, 2023 8:00 PM;4,660.00;1,284.00;5,115.00;44,279.00;2.00;121.00;2,418.50;4,917.75;5,971.75;2,364.00;1,394.25;1,467.50
Jan 4, 2023 8:00 PM;Jan 4, 2023 9:00 PM;4,478.75;1,235.50;4,750.00;44,392.00;2.00;121.75;2,419.00;4,779.75;5,822.00;2,372.75;590.50;1,447.00
Jan 4, 2023 9:00 PM;Jan 4, 2023 10:00 PM;4,378.50;1,214.00;4,907.00;44,185.50;2.00;121.75;2,416.25;4,779.75;5,980.25;2,110.50;195.50;1,473.50
Jan 4, 2023 10:00 PM;Jan 4, 2023 11:00 PM;4,301.75;1,240.75;5,022.50;42,792.50;2.00;123.75;2,416.75;4,772.75;5,836.25;2,118.50;88.00;1,508.75
Jan 4, 2023 11:00 PM;Jan 5, 2023 12:00 AM;4,242.25;1,259.25;4,906.00;41,771.00;2.25;120.75;2,416.00;4,807.25;5,564.50;2,087.25;138.75;1,520.00
Jan 5, 2023 12:00 AM;Jan 5, 2023 1:00 AM;4,192.50;1,286.25;4,198.00;37,726.25;2.00;118.00;2,416.25;5,227.25;5,556.25;2,197.25;50.75;1,491.25
Jan 5, 2023 1:00 AM;Jan 5, 2023 2:00 AM;4,181.50;1,269.75;3,620.50;36,969.25;2.00;117.00;2,418.75;5,402.75;5,509.75;2,223.75;47.00;1,434.25
Jan 5, 2023 2:00 AM;Jan 5, 2023 3:00 AM;4,171.50;1,307.00;3,579.50;36,436.50;1.75;118.00;2,418.00;5,360.50;5,362.00;2,234.75;88.25;1,429.00
Jan 5, 2023 3:00 AM;Jan 5, 2023 4:00 AM;4,156.00;1,313.50;3,556.00;36,292.00;2.00;117.75;2,417.75;5,391.75;5,438.25;2,261.75;126.00;1,418.50
Jan 5, 2023 4:00 AM;Jan 5, 2023 5:00 AM;4,192.00;1,320.50;3,276.00;37,644.50;2.25;118.75;2,417.50;5,557.00;5,695.25;2,285.50;125.75;1,405.00
Jan 5, 2023 5:00 AM;Jan 5, 2023 6:00 AM;4,262.25;1,257.00;3,256.75;39,632.00;2.00;117.25;2,417.50;5,753.00;5,747.25;2,440.50;518.50;1,378.25
Jan 5, 2023 6:00 AM;Jan 5, 2023 7:00 AM;4,346.00;1,288.25;2,959.75;40,078.75;2.75;117.25;2,416.50;6,766.50;5,853.00;3,032.25;574.75;1,368.50
Jan 5, 2023 7:00 AM;Jan 5, 2023 8:00 AM;4,498.00;1,355.25;3,359.00;39,429.00;2.50;122.50;2,413.75;8,362.00;5,983.00;3,387.75;306.50;1,383.50
Jan 5, 2023 8:00 AM;Jan 5, 2023 9:00 AM;4,645.25;1,320.25;3,573.75;37,572.00;110.50;129.75;2,414.50;9,106.50;6,438.00;3,786.75;1,318.50;1,428.00
Jan 5, 2023 9:00 AM;Jan 5, 2023 10:00 AM;4,678.75;1,283.00;3,443.25;34,991.00;1,016.50;135.50;2,418.50;9,208.00;6,578.50;4,016.25;2,798.75;1,444.00
Jan 5, 2023 10:00 AM;Jan 5, 2023 11:00 AM;4,651.25;1,300.00;3,143.75;32,494.00;2,707.75;140.00;2,419.00;9,227.00;6,766.75;4,206.50;2,065.75;1,494.00
Jan 5, 2023 11:00 AM;Jan 5, 2023 12:00 PM;4,572.50;1,299.00;2,760.00;31,191.00;4,258.50;140.75;2,422.75;9,517.00;7,034.25;4,097.25;1,505.25;1,505.00
Jan 5, 2023 12:00 PM;Jan 5, 2023 1:00 PM;4,516.25;1,281.25;2,000.00;29,627.50;4,996.25;143.75;2,422.25;9,889.25;7,287.50;3,869.00;1,159.00;1,510.50
Jan 5, 2023 1:00 PM;Jan 5, 2023 2:00 PM;4,517.75;1,386.25;1,006.00;26,848.00;4,590.50;144.25;2,422.00;9,757.75;7,558.50;4,013.00;1,747.75;1,516.00
Jan 5, 2023 2:00 PM;Jan 5, 2023 3:00 PM;4,579.75;1,449.25;659.50;23,167.25;3,064.50;148.50;2,423.00;9,652.00;7,806.00;4,057.50;2,526.25;1,507.00
Jan 5, 2023 3:00 PM;Jan 5, 2023 4:00 PM;4,643.25;1,352.50;642.50;19,476.75;1,162.00;150.75;2,421.50;10,296.50;7,839.25;4,101.00;2,064.75;1,519.25
Jan 5, 2023 4:00 PM;Jan 5, 2023 5:00 PM;4,766.25;1,370.75;379.00;16,585.25;69.00;152.00;2,421.75;10,754.00;7,901.50;3,900.00;2,787.00;1,522.00
Jan 5, 2023 5:00 PM;Jan 5, 2023 6:00 PM;4,832.00;1,350.50;538.25;14,684.75;2.25;151.25;2,423.00;10,699.25;8,108.50;3,775.00;6,253.75;1,526.00
Jan 5, 2023 6:00 PM;Jan 5, 2023 7:00 PM;4,855.50;1,405.50;950.25;12,801.75;2.00;150.50;2,422.00;10,826.75;7,833.25;3,860.75;6,929.50;1,526.50
Jan 5, 2023 7:00 PM;Jan 5, 2023 8:00 PM;4,821.50;1,387.75;1,671.75;11,598.25;2.00;150.00;2,422.00;10,845.50;7,814.50;3,782.25;6,414.00;1,527.75
Jan 5, 2023 8:00 PM;Jan 5, 2023 9:00 PM;4,681.75;1,367.50;2,135.50;10,793.00;2.50;150.50;2,423.75;10,909.75;7,740.00;3,658.25;4,579.50;1,533.75
Jan 5, 2023 9:00 PM;Jan 5, 2023 10:00 PM;4,528.25;1,348.25;2,895.75;10,340.00;2.00;153.00;2,424.75;10,871.25;7,235.25;3,449.00;2,086.75;1,540.50
Jan 5, 2023 10:00 PM;Jan 5, 2023 11:00 PM;4,403.25;1,306.75;3,947.00;10,372.25;2.00;152.75;2,424.00;10,829.00;5,795.25;3,090.25;1,005.75;1,539.50
Jan 5, 2023 11:00 PM;Jan 6, 2023 12:00 AM;4,332.25;1,316.25;4,417.00;10,741.50;2.00;150.75;2,423.50;10,726.50;4,186.00;2,616.50;360.75;1,602.75
Jan 6, 2023 12:00 AM;Jan 6, 2023 1:00 AM;4,298.25;1,237.25;5,189.25;11,588.75;2.00;151.00;2,421.25;10,428.25;3,496.75;2,655.50;475.75;1,813.75
Jan 6, 2023 1:00 AM;Jan 6, 2023 2:00 AM;4,279.00;1,204.00;5,834.50;12,622.75;2.00;151.50;2,421.25;10,154.75;3,675.25;2,620.25;184.50;1,780.50
Jan 6, 2023 2:00 AM;Jan 6, 2023 3:00 AM;4,274.25;1,233.00;6,194.00;14,530.75;2.00;150.50;2,422.00;10,017.50;3,668.00;2,580.00;172.25;1,774.00
Jan 6, 2023 3:00 AM;Jan 6, 2023 4:00 AM;4,247.25;1,204.00;6,478.75;16,364.25;2.00;138.50;2,421.50;9,253.50;3,609.75;2,359.25;152.00;1,744.25
Jan 6, 2023 4:00 AM;Jan 6, 2023 5:00 AM;4,259.75;1,173.50;6,580.00;18,429.25;2.00;130.00;2,421.25;8,766.00;3,712.75;2,227.25;88.25;1,701.00
Jan 6, 2023 5:00 AM;Jan 6, 2023 6:00 AM;4,303.00;1,166.50;6,484.00;20,725.75;2.25;137.50;2,419.50;9,692.00;3,894.50;2,456.00;85.25;1,726.75
Jan 6, 2023 6:00 AM;Jan 6, 2023 7:00 AM;4,362.75;1,197.00;5,694.50;23,433.75;2.25;142.75;2,419.75;10,022.00;4,210.75;2,679.75;59.25;1,715.00
Jan 6, 2023 7:00 AM;Jan 6, 2023 8:00 AM;4,547.50;1,220.75;5,158.00;25,306.00;3.00;149.75;2,418.50;10,249.00;4,926.75;2,805.25;172.25;1,711.50
Jan 6, 2023 8:00 AM;Jan 6, 2023 9:00 AM;4,677.75;1,234.00;4,545.00;27,652.00;224.50;151.00;2,417.00;10,386.50;6,146.75;2,949.00;476.50;1,748.75
Jan 6, 2023 9:00 AM;Jan 6, 2023 10:00 AM;4,669.50;1,276.25;4,327.50;29,153.25;1,760.50;143.75;2,417.00;10,125.50;6,118.75;2,836.50;428.25;1,752.75
Jan 6, 2023 10:00 AM;Jan 6, 2023 11:00 AM;4,602.00;1,280.50;4,505.00;29,765.25;3,953.00;146.75;2,417.75;9,969.25;6,002.75;2,828.25;248.50;1,756.75
Jan 6, 2023 11:00 AM;Jan 6, 2023 12:00 PM;4,557.75;1,299.50;5,624.75;28,852.00;5,848.25;146.75;2,417.25;9,821.25;5,340.00;2,761.75;364.25;1,758.00
Jan 6, 2023 12:00 PM;Jan 6, 2023 1:00 PM;4,500.00;1,281.75;5,732.25;28,658.00;6,536.25;148.00;2,418.75;10,037.25;4,776.00;2,726.25;71.25;1,760.50
Jan 6, 2023 1:00 PM;Jan 6, 2023 2:00 PM;4,497.00;1,285.00;5,759.25;28,826.50;5,577.50;138.25;2,415.50;10,271.00;4,598.75;2,494.75;92.25;1,743.25
Jan 6, 2023 2:00 PM;Jan 6, 2023 3:00 PM;4,526.00;1,268.25;5,325.50;26,748.75;3,407.00;139.00;2,410.75;10,418.50;5,015.75;2,583.25;338.00;1,736.50
